name,vina_affinity,vina_gauss_1,vina_gauss_2,vina_repulsion,vina_hydrophobic,vina_hydrogen,atp2_A_MN,atp2_OA_SA,atp2_HD_N,atp2_N_ZN,atp2_A_MG,atp2_HD_NA,atp2_A_CL,atp2_MG_OA,atp2_FE_HD,atp2_A_OA,atp2_NA_ZN,atp2_A_N,atp2_C_OA,atp2_F_HD,atp2_C_HD,atp2_NA_SA,atp2_A_ZN,atp2_C_NA,atp2_N_N,atp2_MN_N,atp2_F_N,atp2_FE_OA,atp2_HD_I,atp2_BR_C,atp2_MG_NA,atp2_C_ZN,atp2_CL_MG,atp2_BR_OA,atp2_A_FE,atp2_CL_OA,atp2_CL_N,atp2_NA_OA,atp2_F_ZN,atp2_HD_P,atp2_CL_ZN,atp2_C_C,atp2_C_CL,atp2_FE_N,atp2_HD_S,atp2_HD_MG,atp2_C_F,atp2_A_NA,atp2_BR_HD,atp2_HD_OA,atp2_HD_MN,atp2_A_SA,atp2_A_F,atp2_HD_SA,atp2_A_C,atp2_A_A,atp2_F_SA,atp2_C_N,atp2_HD_ZN,atp2_OA_OA,atp2_N_SA,atp2_CL_FE,atp2_C_MN,atp2_CL_HD,atp2_OA_ZN,atp2_MN_OA,atp2_C_MG,atp2_F_OA,atp2_CD_OA,atp2_S_ZN,atp2_N_OA,atp2_C_SA,atp2_N_NA,atp2_A_HD,atp2_HD_HD,atp2_SA_ZN,atp4_I_N,atp4_OA_SA,atp4_FE_NA,atp4_HD_NA,atp4_A_CL,atp4_MG_SA,atp4_A_CU,atp4_P_SA,atp4_C_NA,atp4_MN_NA,atp4_F_N,atp4_HD_N,atp4_HD_I,atp4_CL_MG,atp4_HD_S,atp4_CL_MN,atp4_F_OA,atp4_HD_OA,atp4_F_HD,atp4_A_SA,atp4_A_BR,atp4_BR_HD,atp4_SA_SA,atp4_A_MN,atp4_N_ZN,atp4_A_MG,atp4_I_OA,atp4_C_C,atp4_N_S,atp4_N_N,atp4_FE_N,atp4_NA_SA,atp4_BR_N,atp4_MN_N,atp4_A_P,atp4_BR_C,atp4_A_FE,atp4_MN_P,atp4_CL_OA,atp4_CU_HD,atp4_MN_S,atp4_A_S,atp4_FE_OA,atp4_NA_ZN,atp4_P_ZN,atp4_A_F,atp4_A_C,atp4_A_A,atp4_A_N,atp4_HD_MN,atp4_A_I,atp4_N_SA,atp4_C_OA,atp4_MG_P,atp4_BR_SA,atp4_CU_N,atp4_MN_OA,atp4_MG_N,atp4_HD_HD,atp4_C_FE,atp4_CL_NA,atp4_MG_OA,atp4_A_OA,atp4_CL_ZN,atp4_BR_OA,atp4_HD_ZN,atp4_HD_P,atp4_OA_P,atp4_OA_S,atp4_N_P,atp4_A_NA,atp4_CL_FE,atp4_HD_SA,atp4_C_MN,atp4_CL_HD,atp4_C_MG,atp4_FE_HD,atp4_MG_S,atp4_NA_S,atp4_NA_P,atp4_FE_SA,atp4_P_S,atp4_C_HD,atp4_A_ZN,atp4_CL_P,atp4_S_SA,atp4_CL_S,atp4_OA_ZN,atp4_N_NA,atp4_MN_SA,atp4_CL_N,atp4_NA_OA,atp4_C_ZN,atp4_C_CD,atp4_HD_MG,atp4_C_F,atp4_C_I,atp4_C_CL,atp4_C_N,atp4_C_P,atp4_C_S,atp4_A_HD,atp4_F_SA,atp4_MG_NA,atp4_OA_OA,atp4_CL_SA,atp4_S_ZN,atp4_N_OA,atp4_C_SA,atp4_SA_ZN,lat_A,lat_C,lat_CL,lat_I,lat_N,lat_P,lat_S,lat_BR,lat_HD,lat_NA,lat_F,lat_OA,lat_SA,ele_I_N,ele_OA_SA,ele_FE_NA,ele_HD_NA,ele_A_CL,ele_MG_SA,ele_P_SA,ele_C_NA,ele_MN_NA,ele_F_N,ele_HD_N,ele_HD_I,ele_CL_MG,ele_HD_S,ele_CL_MN,ele_F_OA,ele_HD_OA,ele_F_HD,ele_A_SA,ele_A_BR,ele_BR_HD,ele_SA_SA,ele_A_MN,ele_N_ZN,ele_A_MG,ele_I_OA,ele_C_C,ele_N_S,ele_N_N,ele_FE_N,ele_NA_SA,ele_BR_N,ele_MN_N,ele_A_P,ele_BR_C,ele_A_FE,ele_MN_P,ele_CL_OA,ele_CU_HD,ele_MN_S,ele_A_S,ele_FE_OA,ele_NA_ZN,ele_P_ZN,ele_A_F,ele_A_C,ele_A_A,ele_A_N,ele_HD_MN,ele_A_I,ele_N_SA,ele_C_OA,ele_MG_P,ele_BR_SA,ele_CU_N,ele_MN_OA,ele_MG_N,ele_HD_HD,ele_C_FE,ele_CL_NA,ele_MG_OA,ele_A_OA,ele_CL_ZN,ele_BR_OA,ele_HD_ZN,ele_HD_P,ele_OA_P,ele_OA_S,ele_N_P,ele_A_NA,ele_CL_FE,ele_HD_SA,ele_C_MN,ele_CL_HD,ele_C_MG,ele_FE_HD,ele_MG_S,ele_NA_S,ele_NA_P,ele_FE_SA,ele_P_S,ele_C_HD,ele_A_ZN,ele_CL_P,ele_S_SA,ele_CL_S,ele_OA_ZN,ele_N_NA,ele_MN_SA,ele_CL_N,ele_NA_OA,ele_F_ZN,ele_C_ZN,ele_HD_MG,ele_C_F,ele_C_I,ele_C_CL,ele_C_N,ele_C_P,ele_C_S,ele_A_HD,ele_F_SA,ele_MG_NA,ele_OA_OA,ele_CL_SA,ele_S_ZN,ele_N_OA,ele_C_SA,ele_SA_ZN,rot_bonds,siteflex_SIDECHAIN_OTHER,siteflex_SIDECHAIN_ALPHA,siteflex_BACKBONE_ALPHA,siteflex_SIDECHAIN_BETA,siteflex_BACKBONE_BETA,siteflex_BACKBONE_OTHER,hbond_HDONOR-LIGAND_SIDECHAIN_BETA,hbond_HDONOR-LIGAND_BACKBONE_OTHER,hbond_HDONOR-LIGAND_SIDECHAIN_ALPHA,hbond_HDONOR-RECEPTOR_SIDECHAIN_OTHER,hbond_HDONOR-RECEPTOR_BACKBONE_ALPHA,hbond_HDONOR-RECEPTOR_SIDECHAIN_BETA,hbond_HDONOR-RECEPTOR_SIDECHAIN_ALPHA,hbond_HDONOR-LIGAND_SIDECHAIN_OTHER,hbond_HDONOR-LIGAND_BACKBONE_BETA,hbond_HDONOR-RECEPTOR_BACKBONE_BETA,hbond_HDONOR-RECEPTOR_BACKBONE_OTHER,hbond_HDONOR-LIGAND_BACKBONE_ALPHA,hydrophobic_SIDECHAIN_OTHER,hydrophobic_SIDECHAIN_ALPHA,hydrophobic_BACKBONE_ALPHA,hydrophobic_SIDECHAIN_BETA,hydrophobic_BACKBONE_BETA,hydrophobic_BACKBONE_OTHER,stacking_ALPHA,stacking_BETA,stacking_OTHER,pi_cation_LIGAND-CHARGED_BETA,pi_cation_LIGAND-CHARGED_ALPHA,pi_cation_RECEPTOR-CHARGED_BETA,pi_cation_RECEPTOR-CHARGED_OTHER,pi_cation_RECEPTOR-CHARGED_ALPHA,pi_cation_LIGAND-CHARGED_OTHER,t_shaped_ALPHA,t_shaped_BETA,t_shaped_OTHER,salt_bridges_ALPHA,salt_bridges_BETA,salt_bridges_OTHER,affinity
1h23,-9.66911,132.40836,2005.02275,3.05264,112.52649,2.9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,8,0,0,0,17,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,1,0,0,5,0,0,10,20,0,0,4,0,0,0,6,0,0,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-167347.8912982078,0.0,0,0.0,0,0.0,-285089.4718050274,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,4259.6613764191625,0.0,43817.765375843024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,87314.44978689034,63.911167731447534,-120874.39242946704,0.0,0.0,0.0,-187413.2707350371,0.0,0,0,0.0,0,79863.47040818672,0.0,0,0.0,-66824.72317897863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,102050.6196642779,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-75808.14820121403,0.0,0.0,98583.15743265813,0.0,0.0,50448.12520906418,0.0,0,211292.9222437072,0.0,0.0,15,72,13,7,9,9,29,0,0,0,1,0,0,0,0,0,0,1,0,26,10,4,1,1,6,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,8.35
3b1m,-10.49684,104.05212,1906.76574,1.77059,69.52337,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,14,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,1,0,0,0,2,0,16,14,0,0,1,0,0,0,2,0,0,7,0,0.0,25360.20198305054,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,-18200.919700240433,0.0,-3668.5004917580695,0.0,0.0,0.0,0,0.0,0,0.0,36207.276370598986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,9079.764016328534,0.0,0.0,0.0,0.0,24914.374651278747,-86226.66803353725,0.0,0,0,0.0,0,6403.557790614843,0.0,0,0.0,-6957.402453418152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-15616.403234025744,0.0,0.0,0.0,0.0,0,0.0,0,0,0,29526.464740330022,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-28325.218636288057,0.0,0.0,-4167.822166542314,0.0,0.0,32635.909814043032,0.0,0,0.0,-27781.68057238048,0.0,7,5,49,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48
4jxs,-6.88492,80.06084,1098.35843,5.30952,18.9482,7.7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,13,0,0,9,0,0,11,0,0,10,3,0,0,0,0,1,0,1,1,0,6,1,0.0,0.0,0,-41673.97513474834,0.0,0,0,-18339.33809542508,0,0.0,-35114.94535074225,0.0,0,59663.05926546629,0,0.0,-887930.1417338762,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,31229.58873995699,-32797.25455608014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1869.8780708094712,348.80898699565495,-13778.787960584994,0.0,0.0,0.0,-829596.6892135657,0.0,0,0,0.0,0,33791.97756212106,0.0,0,0.0,-27947.25318422868,0,0.0,0.0,0.0,0.0,-37624.81558602816,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,141162.2148855055,0.0,0,0,0,0.0,0.0,0,0.0,29004.690774637118,0,0.0,0.0,0.0,0.0,0.0,-58755.154269387815,0.0,0.0,58133.885460285506,0.0,0.0,567677.7298042006,0.0,0,698903.8106450089,0.0,0.0,6,32,44,5,7,23,14,0,0,0,1,1,0,3,0,0,1,3,0,5,4,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.74
2pog,-9.55366,54.95419,1325.07939,2.77903,67.3779,3.17278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,3,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,12,6,0,0,0,0,0,0,2,0,0,3,0,0.0,23333.016842075733,0,-42085.30541792994,0.0,0,0,0.0,0,0.0,-55179.16603010337,0.0,0,0.0,0,0.0,-290680.25190064975,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,63.82376594269162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4667.38711937311,2626.243202395781,-5845.217881032936,0.0,0.0,0.0,-124670.07018460231,0.0,0,0,0.0,0,56815.18131104999,0.0,0,0.0,-73705.78936171255,0,0.0,0.0,0.0,0.0,0.0,0.0,-10669.00716032488,0,-13775.020969411336,0.0,0.0,0.0,0.0,0,0.0,0,0,0,96116.70175412855,0.0,0,0,0,0.0,0.0,0,0.0,45803.15960086619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55519.34625787444,0.0,0.0,265736.4935791368,0.0,0,41639.44683080179,0.0,0.0,3,5,51,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.54
1bcu,-7.00595,61.69003,865.90887,0.63544,11.1526,1.18484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,1,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,13,0,0,0,3,0,0,0,5,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-90825.51503404792,0.0,0,0.0,0,0.0,-269055.65039894264,0.0,-1965.9594881592154,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,30210.885777056606,0.0,-22099.04673442722,0.0,0.0,13498.050138347147,0.0,0.0,0,0,0.0,0,42916.857923510615,0.0,0,0.0,-45247.777946250135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7817.585542258793,0.0,0.0,0.0,0.0,0,0.0,0,0,0,92504.16574069054,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-68271.28969648355,0.0,0.0,11147.640504464187,0.0,0.0,0.0,0.0,0,435513.15395676176,0.0,0.0,1,15,0,0,22,27,8,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28
3d6q,-4.85752,40.55705,836.89768,1.77623,2.17034,2.81791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,9,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,7,0,0,6,0,0,4,10,0,0,3,0,0,0,4,0,0,5,0,0.0,0.0,0,-25533.200369131944,0.0,0,0,0.0,0,0.0,-101700.9432706173,0.0,0,0.0,0,0.0,-429935.467276951,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,33179.84584679537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21865.898990289374,1575.4514039414366,-42440.79357620248,0.0,0.0,0.0,-193187.8933081668,0.0,0,0,0.0,0,169722.86027624577,0.0,0,0.0,-151830.6552578954,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,106509.02830345242,0.0,0,0,0,0.0,0.0,0,0.0,40309.44048080204,0,0.0,0.0,0.0,0.0,0.0,-16636.111930278777,0.0,0.0,52247.20691574296,0.0,0.0,239846.44939468952,0.0,0,196366.99420670513,0.0,0.0,5,13,11,0,36,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76
3twp,-4.37038,36.8539,532.66048,0.90904,21.28173,1.2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,6,1,0,0,0,0,0,0,1,0,0,3,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-48203.680149703956,0.0,0,0.0,0,0.0,-340939.5902940285,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,4762.616661192145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5528.621765087126,0.0,-133.08633466936413,0.0,0.0,0.0,-25169.885963520202,0.0,0,0,0.0,0,49676.50564817417,0.0,0,0.0,-4901.704894329254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,32095.78482316314,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-29850.31833483286,0.0,0.0,11028.863519212115,0.0,0.0,0.0,0.0,0,311028.75711015624,0.0,0.0,2,3,22,3,12,0,5,0,0,0,0,0,1,1,0,0,0,0,0,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92
3myg,-6.07623,96.33326,1453.82619,4.24984,12.06081,2.24775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,7,0,0,1,5,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,2,1,0,12,8,0,0,4,0,0,0,4,4,0,1,1,0.0,0.0,0,-93645.31444113125,0.0,0,0,-89498.03936391509,0,0.0,-124733.40606982012,0.0,0,0.0,0,0.0,-167869.6853272432,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,27243.66051626566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,31581.34925663788,2195.996507914274,-61722.15728138751,0.0,0.0,-2374.3728250621725,-54898.10520768627,0.0,0,0,0.0,0,94009.05017580363,0.0,0,0.0,-113133.54448192431,0,0.0,0.0,0.0,0.0,0.0,0.0,-842.6445877849476,0,2184.7846168246365,0.0,0.0,0.0,0.0,0,0.0,0,0,0,189206.2948608117,0.0,0,0,0,0.0,58768.72422580958,0,0.0,85313.94846492916,0,0.0,0.0,0.0,0.0,0.0,-102217.56935331655,0.0,0.0,54254.566516506005,0.0,0.0,0.0,0.0,0,119024.14699202613,2394.707564404416,0.0,9,13,9,0,71,18,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7
3coy,-10.0903,137.68109,1891.80346,4.96794,12.2391,7.63962,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13,0,0,15,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,24,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,15,0,0,6,0,0,5,0,0,11,0,0,5,11,0,0,3,0,1,0,7,4,0,7,0,0.0,0.0,0,-62471.52567635455,0.0,0,0,-105503.9806372786,0,0.0,-454606.38701851026,0.0,0,58251.890984770565,0,0.0,-802220.5881154214,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,44617.891354065054,-97637.51721060683,110147.64847038162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,86653.86181781079,0.0,-51279.19088862752,0.0,0.0,0.0,-409843.1533146596,0.0,0,0,0.0,0,321892.81959077716,0.0,0,0.0,-132118.07449194812,0,0.0,0.0,0.0,0.0,0.0,0.0,-19773.047259887153,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,485208.6067910029,0.0,0,0,0,0.0,80547.5347789395,0,0.0,69373.04386612138,0,0.0,0.0,0.0,0.0,0.0,-256748.12216250825,0.0,0.0,54868.09507354681,0.0,0.0,245462.1513755612,0.0,0,469107.92107847834,0.0,0.0,11,42,68,12,40,59,8,0,0,2,1,0,0,1,0,2,3,0,0,5,5,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02
4qac,-10.45645,119.95257,1467.15229,3.74365,79.76133,1.89375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,9,1,0,0,0,0,3,0,0,10,7,0,0,2,0,0,0,2,2,3,0,0,0.0,0.0,0,-3459.111897955593,0.0,0,0,-9710.401222039454,0,22693.474562213512,-45265.56969104547,0.0,0,0.0,0,17297.94384788079,-154880.08152863604,-21489.305829711615,0.0,0.0,0.0,0.0,0,0.0,0,0.0,3401.11188453385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-1390.9367432058793,7171.1216791782335,-30324.530892141982,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,21480.855595690802,0.0,0,0.0,-263199.1006969232,0,0.0,0.0,0.0,0.0,0.0,0.0,-3796.8720262287793,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,88711.07427233412,0.0,0,0,0,0.0,0.0,0,0.0,20794.54917757703,0,0.0,0.0,-33507.833636786614,0.0,0.0,-42703.1633755468,0.0,0.0,13583.566375302325,10393.231442625463,0.0,0.0,0.0,0,96832.95000575142,0.0,0.0,4,50,0,0,38,13,15,0,0,0,0,0,0,0,1,1,0,0,0,23,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,9.4
