name,proximity_2_A_HD,proximity_2_C_HD,proximity_2_C_OA,proximity_2_C_SA,proximity_2_FE_HD,proximity_2_HD_HD,proximity_2_HD_MG,proximity_2_HD_N,proximity_2_HD_NA,proximity_2_HD_OA,proximity_2_HD_ZN,proximity_2_MG_OA,proximity_2_NA_ZN,proximity_2_OA_ZN,proximity_4_A_A,proximity_4_A_BR,proximity_4_A_C,proximity_4_A_CL,proximity_4_A_F,proximity_4_A_FE,proximity_4_A_HD,proximity_4_A_I,proximity_4_A_N,proximity_4_A_NA,proximity_4_A_OA,proximity_4_A_P,proximity_4_A_S,proximity_4_A_SA,proximity_4_A_ZN,proximity_4_BR_C,proximity_4_BR_HD,proximity_4_BR_N,proximity_4_BR_OA,proximity_4_C_C,proximity_4_C_CL,proximity_4_C_F,proximity_4_C_FE,proximity_4_C_HD,proximity_4_C_I,proximity_4_CL_HD,proximity_4_CL_N,proximity_4_CL_OA,proximity_4_CL_SA,proximity_4_C_MG,proximity_4_C_MN,proximity_4_C_N,proximity_4_C_NA,proximity_4_C_OA,proximity_4_C_P,proximity_4_C_S,proximity_4_C_SA,proximity_4_C_ZN,proximity_4_FE_HD,proximity_4_FE_N,proximity_4_FE_OA,proximity_4_F_HD,proximity_4_F_N,proximity_4_F_OA,proximity_4_F_SA,proximity_4_HD_HD,proximity_4_HD_I,proximity_4_HD_MG,proximity_4_HD_MN,proximity_4_HD_N,proximity_4_HD_NA,proximity_4_HD_OA,proximity_4_HD_P,proximity_4_HD_S,proximity_4_HD_SA,proximity_4_HD_ZN,proximity_4_I_N,proximity_4_I_OA,proximity_4_MG_NA,proximity_4_MG_OA,proximity_4_MG_P,proximity_4_MN_N,proximity_4_MN_OA,proximity_4_MN_P,proximity_4_NA_OA,proximity_4_NA_SA,proximity_4_NA_ZN,proximity_4_N_N,proximity_4_N_NA,proximity_4_N_OA,proximity_4_N_P,proximity_4_N_S,proximity_4_N_SA,proximity_4_N_ZN,proximity_4_OA_OA,proximity_4_OA_P,proximity_4_OA_S,proximity_4_OA_SA,proximity_4_OA_ZN,proximity_4_P_ZN,proximity_4_SA_SA,proximity_4_SA_ZN,proximity_4_S_ZN,charge_A_A,charge_A_BR,charge_A_C,charge_A_CL,charge_A_F,charge_A_FE,charge_A_HD,charge_A_I,charge_A_N,charge_A_NA,charge_A_OA,charge_A_P,charge_A_S,charge_A_SA,charge_A_ZN,charge_BR_C,charge_BR_HD,charge_BR_N,charge_BR_OA,charge_C_C,charge_C_CL,charge_C_F,charge_C_FE,charge_C_HD,charge_C_I,charge_CL_HD,charge_CL_N,charge_CL_OA,charge_CL_SA,charge_C_MG,charge_C_MN,charge_C_N,charge_C_NA,charge_C_OA,charge_C_P,charge_C_S,charge_C_SA,charge_C_ZN,charge_FE_HD,charge_FE_N,charge_FE_OA,charge_F_HD,charge_F_N,charge_F_OA,charge_F_SA,charge_HD_HD,charge_HD_I,charge_HD_MG,charge_HD_MN,charge_HD_N,charge_HD_NA,charge_HD_OA,charge_HD_P,charge_HD_S,charge_HD_SA,charge_HD_ZN,charge_I_N,charge_I_OA,charge_MG_NA,charge_MG_OA,charge_MG_P,charge_MN_N,charge_MN_OA,charge_MN_P,charge_NA_OA,charge_NA_SA,charge_NA_ZN,charge_N_N,charge_N_NA,charge_N_OA,charge_N_P,charge_N_S,charge_N_SA,charge_N_ZN,charge_OA_OA,charge_OA_P,charge_OA_S,charge_OA_SA,charge_OA_ZN,charge_P_ZN,charge_SA_SA,charge_SA_ZN,charge_S_ZN,lig_A,lig_BR,lig_C,lig_CL,lig_F,lig_HD,lig_I,lig_N,lig_NA,lig_OA,lig_P,lig_S,lig_SA,entropy_count,affinity
2z1w,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,8,0,2,0,2,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.03233180049996939,0,0,0,0.0868718569192336,0,-0.06033310367024096,0,-0.10920254669538326,0,0,-0.05162001076004177,0,0,0,0,0,0.00478960663328625,0,0,0,0.0003089574825957274,0,0,0,0,0,0,0,-0.007034382870650622,-0.025695243288556536,-0.10847513423906087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027907256685426603,-0.10279654095658507,0,0,0,0,0,0,0,0,0,0,0,0,0.09150854423568063,0.010264562394782566,0,0,0.010513758738756554,0.06544892284370876,0,0,0,0,0.04389740675122055,0,0,0.014822508539351615,0,0,0,0,0,5,0,4,0,0,0,0,0,4,2,0,0,0,3,4.08
1xh5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,26,0,0,0,11,0,8,1,9,0,0,1,0,0,0,0,0,11,0,2,0,15,0,0,0,0,0,0,0,5,6,31,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0005182870352653481,0,0.012447727813686148,0,0,0,0.03874879373624217,0,-0.028237765914825186,-0.0007048538356532867,-0.023784190228137166,0,0,-0.001577775161019549,0,0,0,0,0,0.03756228525033439,0,-0.024806820214964928,0,0.16874433792329493,0,0,0,0,0,0,0,-0.029802008996775226,-0.04671281931621062,-0.5855055278628611,0,0,0,0,0,0,0,-0.03393964724641093,0.021771631390151105,0.020856106435945952,0,0.05686225667129349,0,0,0,-0.02922234255769894,-0.021939531275284096,-0.6307305888468393,0,0,0,0,0,0,0,0,0,0,0,0,0.039147965244368935,0,0,0,0.031295589228652984,0.33181826150830124,0,0,0,0,0.07291151694327454,0,0,0,0,0,0,0,0,17,0,16,0,1,6,0,4,1,4,0,0,0,7,5.47
3s6t,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,20,0,0,0,16,0,8,2,22,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,3.5397783504391195e-05,0,0.017989724686154947,0,0,0,0.0266761911139136,0,-0.007529762339521208,-8.265481926297831e-05,-0.06988005746294777,0,0,0,0,0,0,0,0,0.008307275705159982,0,0,0,0.22011704085443845,0,0,0,0,0,0,0,-0.07089059093317147,0,-0.48053715534268404,0,0,0,0,0,0,0,0,0,0,0,0.09695876464217501,0,0,0,-0.15695395501003015,-0.01412091131165058,-0.6661276591554758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3514336134539368,0,0,0,0,0.42569137716154554,0,0,0,0,0,0,0,0,6,0,9,0,0,5,0,2,1,7,0,0,0,8,7.35
3b67,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,8,0,12,0,4,0,2,0,5,0,0,3,0,0,0,0,0,1,0,24,0,7,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,5,5,2,4,2,0,0,0,6,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,0.01146882821711433,0,0.022310873803962704,0,-0.006697215135449166,0,0.01616756017847319,0,-0.01869727564326249,0,-0.014372689850378923,0,0,-0.02695193530930553,0,0,0,0,0,0.002414413068255274,0,-0.11721912094347939,0,0.07707627590501195,0,0,0,0,0,0,0,-0.02698132739361518,0,-0.2851876173455687,0,0,0,0,0,0,0,-0.04725910617469861,0.09941843767182892,0.025737663475838012,0.03391819940286071,0.0175390951049821,0,0,0,-0.07554686360711323,0,-0.2954828698283556,0,0,-0.009722753395741414,0,0,0,0,0,0,0,0,0,0,0,0,0.011112874739060157,0,0.18675414736426418,0,0,0,0,0.1925185533273288,0,0,0.017131053818658655,0,0,0,0,0,12,0,5,0,8,2,0,2,0,5,0,0,0,8,8.85
3fas,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,8,0,1,0,3,0,0,0,0,0,0,0,0,6,0,0,0,32,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-0.001161273486161767,0,0,0,0.022662799864765045,0,-0.0006601608377986107,0,0.016890504895609573,0,0,0,0,0,0,0,0,0.04014801372808553,0,0,0,0.3890712614004412,0,0,0,0,0,0,0,-0.07091443074508821,0,-0.9460530925561139,0,0,0,0,0,0,0,0,0,0,0,0.21671442834696547,0,0,0,-0.13316457977075802,0,-1.3116862427752745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005776793135022305,0,0.47141356458542627,0,0,0,0,0.3338480404652676,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,0,4,0,0,0,7,6.77
3m3z,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,17,0,0,0,18,0,6,0,6,0,0,0,0,0,0,0,0,6,0,0,0,30,0,0,0,0,0,0,0,13,7,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,4,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.21013796550848124,0,0,0,0.18001353149869667,0,-0.10287009225479725,0,-0.1266459343253818,0,0,0,0,0,0,0,0,0.09286010059210496,0,0,0,0.3295546067343705,0,0,0,0,0,0,0,-0.19390327941733276,-0.05286452377717167,-0.3437538452774687,0,0,0,0,0,0,0,0,0,0,0,0.20266916983847635,0,0,0,-0.16192295264370224,-0.06350119203670486,-0.635811595816832,0,0,0,0,0,0,0,0,0,0,0,0,0.05531608362850206,0,0,0.04069023957436449,0.007334624715563889,0.2590888872756326,0,0,0,0,0.22220800074131875,0,0,0,0,0,0,0,0,5,0,8,0,0,7,0,4,3,5,0,0,0,9,5.73
2uyq,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,5,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.011333296181037445,0,0,0,0.04702975503279028,0,-0.05804979414774436,0,-0.11346763910910174,0,0,0,0,0,0,0,0,0.003150163229838934,0,0,0,0.13349968617881644,0,0,0,0,0,0,0,-0.03718289481459489,-0.05120956018446909,-0.23797265590554073,0,0,0,0,0,0,0,0,0,0,0,0.08508667866627156,0,0,0,-0.14370883143944757,-0.04037936503661872,-0.38395758686935233,0,0,0,0,0,0,0,0,0,0,0,0,0.08620559943206174,0,0,0.0958415502557364,0.027995334590861686,0.12660617683774017,0,0,0,0,0.3212789221188546,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,2,3,3,0,0,0,3,5.68
1xd0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,7,0,0,0,21,0,0,0,19,0,0,0,0,0,0,0,0,12,0,0,0,45,0,0,0,0,0,0,0,8,4,50,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,3,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.020149168479129082,0,0,0,0.11798997238845667,0,0,0,-0.16179175278115662,0,0,0,0,0,0,0,0,0.0495981620611155,0,0,0,0.4504749546498176,0,0,0,0,0,0,0,-0.09538952958156036,-0.05345620582300759,-1.0959538558040434,0,0,0,0,0,0,0,0,0,0,0,0.21177024789436205,0,0,0,-0.148349360260005,-0.11632259254207092,-1.6296942863420438,0,0,0,0,0,0,0,0,0,0,0,0,0.16617215620071543,0,0,0,0,0.2614989429447955,0,0,0,0,1.1326516109954508,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,1,0,23,0,0,0,28,7.12
3djo,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,0,0,0,4,0,0,0,0,0,0,0,0,0.0011797401088887859,0,0.01189405372543322,0,0,0,0.02967379936247264,0,-0.024179656862350345,0,-0.09613815234906224,0,0,0,0,0,0,0,0,0.0012235003205306343,0,0,0,0.2112266388458643,0,0,0,0,0,0,0,-0.025147255077697325,0,-0.23473247206216827,0,0,0,0,0,0,0,0,0,0,0,0.13134178441937144,0,0,0,-0.09647619180246844,0,-0.6916283799762539,0.11366071624842869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02483934528120856,0,0.24671316614380043,-0.05898017897561273,0,0,0,0.10755657856580746,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,2,0,9,1,0,0,8,4.39
1b05,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,30,0,11,0,9,0,0,1,0,0,0,0,0,8,0,0,0,41,0,0,0,0,0,0,0,12,0,36,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,18,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0.007883475471891143,0,0,0,0.07628793582548243,0,-0.005820549603914991,0,-0.004477024097225532,0,0,-4.732522209132224e-05,0,0,0,0,0,0.060499391492169464,0,0,0,0.5327628118340798,0,0,0,0,0,0,0,-0.1361687696501247,0,-0.7675167456327048,0,0,-0.006954735284026691,0,0,0,0,0,0,0,0,0.2861470141459167,0,0,0,-0.33528083187916596,0,-1.5640546620019922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4767914784271357,0,0,0,0,0.07013919364152577,0,0,0.02974741180807212,0,0,0,0,0,0,0,15,0,0,12,0,5,0,4,0,0,1,18,7.12
