name,proximity_2_A_HD,proximity_2_C_HD,proximity_2_C_OA,proximity_2_C_SA,proximity_2_FE_HD,proximity_2_HD_HD,proximity_2_HD_MG,proximity_2_HD_N,proximity_2_HD_NA,proximity_2_HD_OA,proximity_2_HD_ZN,proximity_2_MG_OA,proximity_2_NA_ZN,proximity_2_OA_ZN,proximity_4_A_A,proximity_4_A_BR,proximity_4_A_C,proximity_4_A_CL,proximity_4_A_F,proximity_4_A_FE,proximity_4_A_HD,proximity_4_A_I,proximity_4_A_N,proximity_4_A_NA,proximity_4_A_OA,proximity_4_A_P,proximity_4_A_S,proximity_4_A_SA,proximity_4_A_ZN,proximity_4_BR_C,proximity_4_BR_HD,proximity_4_BR_N,proximity_4_BR_OA,proximity_4_C_C,proximity_4_C_CL,proximity_4_C_F,proximity_4_C_FE,proximity_4_C_HD,proximity_4_C_I,proximity_4_CL_HD,proximity_4_CL_N,proximity_4_CL_OA,proximity_4_CL_SA,proximity_4_C_MG,proximity_4_C_MN,proximity_4_C_N,proximity_4_C_NA,proximity_4_C_OA,proximity_4_C_P,proximity_4_C_S,proximity_4_C_SA,proximity_4_C_ZN,proximity_4_FE_HD,proximity_4_FE_N,proximity_4_FE_OA,proximity_4_F_HD,proximity_4_F_N,proximity_4_F_OA,proximity_4_F_SA,proximity_4_HD_HD,proximity_4_HD_I,proximity_4_HD_MG,proximity_4_HD_MN,proximity_4_HD_N,proximity_4_HD_NA,proximity_4_HD_OA,proximity_4_HD_P,proximity_4_HD_S,proximity_4_HD_SA,proximity_4_HD_ZN,proximity_4_I_N,proximity_4_I_OA,proximity_4_MG_NA,proximity_4_MG_OA,proximity_4_MG_P,proximity_4_MN_N,proximity_4_MN_OA,proximity_4_MN_P,proximity_4_NA_OA,proximity_4_NA_SA,proximity_4_NA_ZN,proximity_4_N_N,proximity_4_N_NA,proximity_4_N_OA,proximity_4_N_P,proximity_4_N_S,proximity_4_N_SA,proximity_4_N_ZN,proximity_4_OA_OA,proximity_4_OA_P,proximity_4_OA_S,proximity_4_OA_SA,proximity_4_OA_ZN,proximity_4_P_ZN,proximity_4_SA_SA,proximity_4_SA_ZN,proximity_4_S_ZN,charge_A_A,charge_A_BR,charge_A_C,charge_A_CL,charge_A_F,charge_A_FE,charge_A_HD,charge_A_I,charge_A_N,charge_A_NA,charge_A_OA,charge_A_P,charge_A_S,charge_A_SA,charge_A_ZN,charge_BR_C,charge_BR_HD,charge_BR_N,charge_BR_OA,charge_C_C,charge_C_CL,charge_C_F,charge_C_FE,charge_C_HD,charge_C_I,charge_CL_HD,charge_CL_N,charge_CL_OA,charge_CL_SA,charge_C_MG,charge_C_MN,charge_C_N,charge_C_NA,charge_C_OA,charge_C_P,charge_C_S,charge_C_SA,charge_C_ZN,charge_FE_HD,charge_FE_N,charge_FE_OA,charge_F_HD,charge_F_N,charge_F_OA,charge_F_SA,charge_HD_HD,charge_HD_I,charge_HD_MG,charge_HD_MN,charge_HD_N,charge_HD_NA,charge_HD_OA,charge_HD_P,charge_HD_S,charge_HD_SA,charge_HD_ZN,charge_I_N,charge_I_OA,charge_MG_NA,charge_MG_OA,charge_MG_P,charge_MN_N,charge_MN_OA,charge_MN_P,charge_NA_OA,charge_NA_SA,charge_NA_ZN,charge_N_N,charge_N_NA,charge_N_OA,charge_N_P,charge_N_S,charge_N_SA,charge_N_ZN,charge_OA_OA,charge_OA_P,charge_OA_S,charge_OA_SA,charge_OA_ZN,charge_P_ZN,charge_SA_SA,charge_SA_ZN,charge_S_ZN,lig_A,lig_BR,lig_C,lig_CL,lig_F,lig_HD,lig_I,lig_N,lig_NA,lig_OA,lig_P,lig_S,lig_SA,entropy_count,affinity
3q5u,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,10,0,6,0,5,0,0,0,0,0,0,0,0,10,0,0,0,43,0,0,0,0,0,0,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.013488021670588659,0,0,0,0.01489486979744465,0,-0.011225943808697398,0,-0.014506384962189233,0,0,0,0,0,0,0,0,0.08449698726931004,0,0,0,0.46858902845834555,0,0,0,0,0,0,0,-0.25442281458052707,0,-0.6281025352973872,0,0,0,0,0,0,0,0,0,0,0,0.3211812475288663,0,0,0,-0.41336135316656747,0,-1.0578125943201548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13128625826925072,0,0.5467488784296421,0,0,0,0,0.24104943334390927,0,0,0,0,0,0,0,0,8,0,36,0,0,22,0,14,0,11,0,0,0,35,4.31
1o2s,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,12,0,0,0,12,0,5,0,15,0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,4,17,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022577495484282416,0,0,0,0.05436039236149779,0,-0.024720959537762384,0,-0.07771712026110511,0,0,0,0,0,0,0,0,0.07347859940423673,0,0,0,0.4095738628778026,0,0,0,0,0,0,0,-0.02551183355704676,0.02044652102041855,-0.32762384854943316,0,0,0,0,0,0,0,0,0,0,0,0.21819736259892816,0,0,0,-0.2667612386060451,0.00906318356383573,-1.006478354663881,0,0,-0.008518536440302588,0,0,0,0,0,0,0,0,0,-0.08076430001608441,0,0,0,0.010045799554650259,0.11820195778697472,0,0,0,0,0.06454347416337668,0,0,0,0,0,0,0,0,13,0,1,0,0,7,0,2,2,1,0,0,0,5,5.47
3bze,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,42,0,0,0,32,0,9,0,19,0,0,1,0,0,0,0,0,16,0,0,0,45,0,0,0,0,0,0,0,11,0,37,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,15,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0.03735381531376533,0,0,0,0.06679734607903072,0,-0.04133213487538239,0,-0.0477184483163241,0,0,-0.007975002413057434,0,0,0,0,0,0.0237010356961353,0,0,0,0.3677360395873534,0,0,0,0,0,0,0,-0.10203378401695538,0,-0.6050123069600721,0,0,-0.02042232891166238,0,0,0,0,0,0,0,0,0.15888019135843698,0,0,0,-0.24867161700800797,0,-1.0331654091549414,0,0,-0.0071549162493001915,0,0,0,0,0,0,0,0,0,0,0,0,0.07117419964615078,0,0.37676062748021083,0,0,0.015778319706101215,0,0.27697998924119976,0,0,0,0,0,0,0,0,6,0,43,0,0,16,0,12,0,11,0,0,1,33,6
1axz,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0009152377288465007,0,0,0,0.00040092806420179654,0,0,0,0,0,0,0,0,0,0,0,0,0.013293337266242352,0,0,0,0.26347177120192977,0,0,0,0,0,0,0,-0.057101184092167266,0,-0.3294312591486803,0,0,0,0,0,0,0,0,0,0,0,0.12386519116126424,0,0,0,-0.13918447258440445,0,-0.537164667613328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23129772987349745,0,0,0,0,0.35836906705455984,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,6,0,0,0,6,3.2
2dua,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0077826425437270644,0,0,0,0,0,0,0,-0.03866057545811359,0,0,0,0,0,0,0,0,0.005450468154296217,0,0,0,0.12913014169313208,0,0,0,0,0,0,0,-0.07163732485327967,0,-0.37145005942414216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5635668450369131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38259827349899145,0,0,0,0,0.5028742917271695,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,4.77
1gzc,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,31,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,-0.00162265532690372,0,0,0,0.0004107874805017506,0,0,0,-0.0007867588551199944,0,0,0,0,0,0,0,0,0.017625685024312103,0,0,0,0.2793157110459848,0,0,0,0,0,0,0,-0.037255001543398183,0,-0.38734246491924185,0,0,0,0,0,0,0,0,0,0,0,0.09857919518471928,0,0,0,-0.13087606730487877,0,-0.49549854000333887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24255867575005274,0,0,0,0,0.4484162133451947,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,11,0,0,0,12,3.49
1obx,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4496944074439463e-05,0,0.007494824572784851,0,0,0,0,0,0,0,-0.009098297034485883,0,0,0,0,0,0,0,0,0.015630605652237776,0,0,0,0.07120053223784353,0,0,0,0,0,0,0,-0.03987429133232556,0,-0.3675843782701496,0,0,0,0,0,0,0,0,0,0,0,0.009367157854644512,0,0,0,-0.03125201183052369,0,-0.34092370001634165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4195558827539744,0,0,0,0,0.05081130955002873,0,0,0,0,0,0,0,0,6,0,15,0,0,7,0,4,0,8,0,0,0,15,5.72
1z3v,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.009618041408898086,0,0,0,0.026191320970159263,0,0,0,-0.040017344796333315,0,0,0,0,0,0,0,0,0,0,0,0,0.355745738134523,0,0,0,0,0,0,0,-0.13124972609483043,0,-0.5786564993791657,0,0,0,0,0,0,0,0,0,0,0,0.24440473807022342,0,0,0,-0.1884328503514744,0,-0.9451899416988613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4433995552557363,0,0,0,0,0.4249791139859998,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,11,0,0,0,12,4.11
2avv,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,11,0,8,0,10,0,0,0,0,0,0,0,0,19,0,0,0,25,0,0,0,0,0,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.012935112356007871,0,0,0,-0.004703229138896155,0,-0.003971386194854501,0,-0.023025770244662132,0,0,0,0,0,0,0,0,0.07924644411717977,0,0,0,0.2199139224155703,0,0,0,0,0,0,0,-0.04097570426346388,0,-0.6958640860916862,0,0,0,0,0,0,0,0,0,0,0,0.10245646787364393,0,0,0,-0.12240635744353409,0,-0.5026793663886413,0,0,0,0,0,0,0,0,0,0,0,0,0.019736185672833504,0,0,0,0,0.11277605608580038,0,0,0,0,0.5746600815484082,0,0,0,0,0,0,0,0,17,0,19,0,0,5,0,3,2,4,0,0,0,14,9.26
4e81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,1,0,0,0,0,0,14,0,0,0,20,0,0,0,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79330464709529e-05,0,0,0,0.0056632198914126925,0,0,0,0.0030621024976633673,0,0,-0.000469629804644452,0,0,0,0,0,0.04481505297079546,0,0,0,0.1467328976356922,0,0,0,0,0,0,0,-0.09085488941516467,0,-0.23256698587532212,0,0,0,0,0,0,0,0,0,0,0,0.05633177883723707,0,0,0,-0.10700257029409117,0,-0.27339327368213395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03459985088482082,0,0.241107485855862,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,41,0,0,20,0,15,0,9,0,0,0,27,5.24
