name,dockingscore,XP_GScore,evdw,ecoul,XP_LipophilicEvdW,XP_PhobEn,XP_PhobEnHB,XP_PhobEnPairHB,XP_HBond,XP_Electro,XP_Sitemap,XP_PiCat,XP_PiStack,XP_ClBr,XP_LowMW,XP_Zpotr,XP_Penalties,XP_HBPenal,XP_ExposPenal,XP_RotPenal,emodel,energy,eff_state_penalty,einternal,ligand_efficiency,ligand_efficiency_ln,ligand_efficiency_sa,affinity
1n2v,-3.40543508989715,-3.40543508989715,-23.4963836669922,-11.4967279434204,-2.49955300563158,0,0,-1.95,-1.30909078821374,-0.862254595756531,-0.4,0,0,0,-0.5,0,4,0,0,0.115463299704696,0,-34.9931116104126,0,0,-0.227029005993143,-0.918389694099852,-0.559901675298121,4.08
2qmj,-6.04369682109452,-6.04369682109452,-9.56204795837402,-42.7497138977051,-0.975673996777404,-1.19422382945152,0,0,-6.18884591043856,-2,0,0,0,0,0,0,4,0,0.222667548041402,0.0923793675315576,0,-52.3117618560791,0,0,-0.137356745933966,-1.26326447811491,-0.484917158742111,4.21
1qi0,-8.72531976088557,-8.72531976088557,-0.583458602428436,-26.5753059387207,-0.152656456872381,0,0,0.65,-6.25678653165511,-2.64314794540405,-0.187859596246499,0,0,0,-0.359011733333333,0,0,0,0.0299504592953775,0.194192043330432,0,-27.1587645411491,0,0,-0.379361728734155,-2.10986143500752,-1.07885429263889,2.35
1lor,-15.1112198251659,-15.1112198251659,-17.9245185852051,-52.3852272033691,-1.90099999274471,0,0,-3.25,-7.2089794147037,-2,-0.524699276730829,0,0,0,-0.3761438,0,0,0,0,0.149602659013316,0,-70.3097457885742,0,0,-0.686873628416633,-3.6937333204062,-1.92464692003032,11.06
2jdy,-3.84308722750714,-3.84308722750714,16.0498790740967,-15.1224250793457,0.637597336805002,0,0,0,-2.52442200584567,-1.64006976822526,0,0,0,0,-0.5,0,0,0,0,0.183807209758793,0,0.927453994750977,0,0,-0.295622094423626,-1.07802014619463,-0.695106484480628,4.37
1h23,-14.4567410161286,-14.4567410161286,-48.1300392150879,-23.2753105163574,-7.5447123230867,-1.94095663025123,-1,0,-1.36765527016901,-1.74564828872681,0,-1.28793190951218,0,0,0,-4.03034552760975,4,0,0,0.460508933227127,0,-71.4053497314453,0,0,-0.401576139336904,-3.15407031371361,-1.32597519539854,8.35
1bcu,-5.05776966610274,-5.05776966610274,-29.3921318054199,-6.38165092468262,-3.84227072021484,0,0,0,-0.236875126536702,-0.478623819351196,0,0,0,0,-0.5,0,0,0,0,0,0,-35.7737827301025,0,0,-0.316110604131421,-1.34066288124298,-0.796548807744158,3.28
3myg,-4.65366343059971,-4.65366343059971,-40.6549949645996,-6.51017284393311,-4.12404574774239,0,0,-1.85287820447346,-1.12694203490106,-0.488262963294983,-0.357740741665867,0,0,0,-0.0748420666666662,0,3,0,0.14294076951002,0.2281075586347,0,-47.1651678085327,0,0,-0.155122114353324,-1.05736303715654,-0.482000475564479,10.7
3coy,-6.07307992749059,-6.07307992749059,-46.3695373535156,-22.512056350708,-4.25666076488649,-0.164444213582915,-1.5,0,-4.1985608567227,-1.6884042263031,-1.55092617717251,0,0,0,0,0,7,0,0,0.285916311177129,0,-68.8815937042236,0,0,-0.1959058041126,-1.36966564119703,-0.615414702026057,6.02
3g2z,-0.847413622920332,-0.847413622920332,0.229574173688889,-6.69746828079224,-0.411055847670697,0,0,0,0,-0.502310121059418,0,0,0,0,-0.5,0,0,0,0.142241907579744,0.42371043823004,0,-6.46789410710335,0,0,-0.065185663301564,-0.237707057786577,-0.153273311132007,2.36
2yge,-6.13408508474586,-6.13408508474586,-40.7972450256348,-8.78686714172363,-3.65963404234699,0,0,0,-1.4775,-0.659015035629272,-0.462105654189667,0,0,0,0,0,0,0,0.0958200926968471,0.0283495547232188,0,-49.5841121673584,0,0,-0.153352127118646,-1.30821983051066,-0.524456896844299,5.06
2cet,-11.951027687664,-11.951027687664,-17.3131351470947,-37.1689491271973,-1.78011517544991,-0.6736093577237,0,0,-7.25266482531142,-2,0,0,0,0,-0.4821702,0,0,0,0,0.237531870821012,0,-54.482084274292,0,0,-0.543228531257456,-2.92126709119175,-1.52214770854921,8.02
2ymd,-13.2283771997861,-13.2283771997861,-20.857442855835,-22.8658027648926,-3.8543020433227,-1.2,0,0,-1.8437394056689,-1.71493520736694,0,-1.57173219379201,0,0,-0.5,-2.75738575503361,0,0,0,0.213717405398068,0,-43.7232456207275,0,0,-1.01756747690662,-3.71067745242965,-2.39264170350137,3.16
3f3a,-5.10864344550724,-5.10864344550724,-21.3999309539795,-13.0658588409424,-2.90318605578672,-0.578216644507962,0,0,-0.316300619038195,-0.979939413070679,0,0,0,0,-0.5,0,0,0,0,0.16899928689632,0,-34.4657897949219,0,0,-0.340576229700483,-1.37771690469258,-0.839933209159084,4.19
2xys,-13.9931282211509,-13.9931282211509,-38.2008857727051,-8.70762538909912,-5.82564540337218,-2.7,0,0,0,-0.653071904182434,-0.242892098811765,-1.49794637858399,0,0,-0.375215333333333,-2.69835710286719,0,0,0,0,0,-46.9085111618042,0,0,-0.559725128846036,-3.31679072862687,-1.63664620351324,7.42
3nw9,-5.61497269234544,-5.61497269234544,-20.5130443572998,-15.17369556427,-3.50143216891542,-0.4,-0.225,0.65,-3.42979339174812,-1.78802716732025,-1.07946291511939,0,0,0,0,0,4,0,0,0.15874295075773,0,-35.6867399215698,0,0,-0.147762439272249,-1.21075328823146,-0.496773686279573,9
2iwx,-5.05781831776542,-5.05781831776542,-35.7321624755859,-5.35988426208496,-3.84327343963232,0,0,0,-0.48,-0.401991319656372,-0.461282224291875,0,0,0,-0.327329666666666,0,0,0,0.456058332481809,0,0,-41.0920467376709,0,0,-0.210742429906893,-1.2105680116008,-0.607886357313545,6.68
1vso,-11.4981243817835,-11.4981243817835,-16.5124111175537,-21.6362686157227,-1.29601585380449,0,0,-1.3,-4.21288260654096,-1.6227201461792,0,0,0,0,-0.425828266666666,-3,0,0,0.0892432752154888,0.270079216192361,0,-38.1486797332764,0,0,-0.547529732465879,-2.84288801924796,-1.51059301465459,4.72
4de2,-3.18482508902874,-3.18482508902874,-23.0569076538086,-9.70687961578369,-2.55078972554627,0,0,0,-0.984022521475998,-0.728015971183777,0,0,0,0,-0.425451933333333,0,0,0,1.11786583450827,0.385589228002368,0,-32.7637872695923,0,0,-0.132701045376198,-0.762274785905167,-0.382776050940836,4.12
