name,dockingscore,XP_GScore,evdw,ecoul,XP_LipophilicEvdW,XP_PhobEn,XP_PhobEnHB,XP_PhobEnPairHB,XP_HBond,XP_Electro,XP_Sitemap,XP_PiCat,XP_PiStack,XP_ClBr,XP_LowMW,XP_Zpotr,XP_Penalties,XP_HBPenal,XP_ExposPenal,XP_RotPenal,emodel,energy,eff_state_penalty,einternal,ligand_efficiency,ligand_efficiency_ln,ligand_efficiency_sa,affinity
3q5u,-4.45912376564818,-4.45912376564818,-41.0507698059082,-34.1259460449219,-2.25967585395091,0,0,0,-3.8424214358608,-2,-0.111305329010728,0,0,0,0,-1.5,4.16587375213262,0,0.853080863058765,0.235324237982876,0,-75.1767158508301,0,0,-0.0646249821108432,-0.85193600125095,-0.265063624459355,4.31
1o2s,-4.46919272874851,-4.46919272874851,26.6425361633301,-11.0204000473022,-1.21782904113024,0,0,0,-2.33068843525295,-0.826530003547668,0,0,0,0,-0.5,0,0,0,0.290094990826788,0.115759760355559,0,15.6221361160278,0,0,-0.235220669934132,-1.13303634619617,-0.62766322284968,5.47
3bze,-9.22558466819698,-9.22558466819698,-69.1376571655273,-38.8646583557129,-6.96009427626041,-1.07849339424052,0,0,-4.22175081794337,-2,-0.404684414382413,0,0,0,0,0,4,0,1.23853326133791,0.200904973291814,0,-108.00231552124,0,0,-0.126377872167082,-1.74381540409171,-0.52817599394777,6
1axz,-5.76082033072191,-5.76082033072191,-6.72867965698242,-16.079216003418,-0.829332210202923,0,0,0,-3.36082248990285,-1.20594120025635,-0.11992675277415,0,0,0,-0.5,0,0,0,0.109576237805537,0.145626084608826,0,-22.8078956604004,0,0,-0.480068360893492,-1.65307737326977,-1.09908217931765,3.2
2dua,-6.76994887495217,-6.76994887495217,0.853014349937439,-33.0288619995117,0.0341205739974976,0,0,0,-1.80406944894967,-4.5,0,0,0,0,-0.5,0,0,0,0,0,0,-32.1758476495743,0,0,-1.12832481249203,-2.42497570065523,-2.05030225095818,4.77
1gzc,-6.89043253162407,-6.89043253162407,-14.4726362228394,-15.6859979629517,-1.34001411269479,0,0,0,-4.32,-1.17644984722137,-0.109472287539136,0,0,0,-0.359011733333333,0,0,0,0.220323405834133,0.194192043330432,0,-30.158634185791,0,0,-0.29958402311409,-1.66616906513456,-0.851977110134792,3.49
1obx,-5.21536607250608,-5.21536607250608,-25.0000972747803,-14.9833421707153,-2.34161540970243,0,0,0,-1.75,-1.12375066280365,0,0,0,0,0,0,0,0,0,0,0,-39.9834394454956,0,0,-0.158041396136548,-1.15987041080504,-0.506923203077626,5.72
1z3v,-6.35196419784945,-6.35196419784945,-23.6442184448242,-10.7280597686768,-1.12222101798866,0,0,0,-4.21565173745881,-0.804604482650757,-0.127892431175653,0,0,0,-0.359011733333333,0,0,0,0,0.27741720475776,0,-34.372278213501,0,0,-0.276172356428237,-1.53596253946696,-0.785397444373191,4.11
2avv,-6.92497856235332,-6.92497856235332,-21.3943824768066,-23.0463542938232,-6.59253225350216,0,0,0,-1.5137428066837,-1.72847657203674,-0.385885385147164,0,0,0,0,0,3,0,0.0637976171661231,0.231860837850329,0,-44.4407367706299,0,0,-0.15388841249674,-1.44070414286238,-0.547364663353716,9.26
4e81,-2.88246865858883,-2.88246865858883,-51.5194702148438,-14.7179298400879,-4.99974635128912,0,0,0,-1.39253376973204,-1.10384473800659,-0.317477028203285,0,0,0,0,0,4,0,0.730238305257775,0.200894923384421,0,-66.2374000549316,0,0,-0.0405981501209695,-0.547718790793971,-0.168109540375778,5.24
3lqj,-13.0387836889209,-13.0387836889209,-46.921314239502,-28.9873085021973,-4.47756020874234,-0.375,0,0,-3.13499129901089,-2,-0.330765917037437,-2.36641818734443,0,0,0,-4.89313454987554,4,0,0.174100374335033,0.364986098754686,0,-75.9086227416992,0,0,-0.250745840171556,-2.63343604759102,-0.935911644733176,5.37
2rfy,-5.97836020678782,-5.97836020678782,-23.028284072876,-3.71917152404785,-1.96996568717834,0,0,0,-3.43028359087056,-0.278937864303589,-0.304632999143311,0,0,0,-0.359011733333333,0,0,0,0.0870544632835468,0.27741720475776,0,-26.7474555969238,0,0,-0.259928704642949,-1.44562170677456,-0.739202659477084,5.22
2wk2,-8.98786529452824,-8.98786529452824,-48.0149040222168,-21.1773376464844,-3.87964464803219,-0.506200358741574,-1,0,-5.3481953497064,-1.58830032348633,-0.751705443032504,0,0,0,0,0,4,0,0,0.0861808284707641,0,-69.1922416687012,0,0,-0.213996792726863,-1.89710680961009,-0.743858552512052,6.82
2v86,-16.4173719624322,-16.4173719624322,-52.9294166564941,-27.4011287689209,-5.71435060137568,0,0,0,-4.13204429867393,-2,-0.530081902592047,-2.29166666666667,0,0,0,-3.33333333333333,0,0,0.0841048402094239,0,0,-80.330545425415,0,0,-0.234533885177603,-3.12801502245848,-0.966581051920606,4.46
3eks,-13.0023726020752,-13.0023726020752,-41.9944229125977,-12.406476020813,-5.33410829345599,-2.36182131073814,0,-1.95,-2.30591308214117,-0.930485701560974,-0.351556825726335,0,0,0,0,0,0,0,0.160023293382525,0.0714893181648908,0,-54.4008989334106,0,0,-0.351415475731762,-2.81990979852832,-1.17099432583048,5.7
3nkx,-6.35469087759053,-6.35469087759053,-1.52940630912781,-47.1391639709473,-0.617400103775741,0,0,0,-6.51306191950201,-2,-0.137285339990976,0,0,0,0,0,2.29743083310155,0,0.41293862702997,0.202687025546674,0,-48.6685702800751,0,0,-0.0870505599669936,-1.20116049433528,-0.363813816816682,5.12
4fbx,-4.25635455848262,-4.25635455848262,-29.3641700744629,-0.874066174030304,-3.82235813705076,-1.3,0,0,0,-0.0655549630522728,-0.068441458379588,0,0,0,0,0,1,0,0,0,0,-30.2382362484932,0,0,-0.250373797557801,-1.11038811995229,-0.643781535835576,7.66
220l,-4.78131178572774,-4.78131178572774,-10.2140769958496,-0.436649411916733,-2.44856307983398,-1.8,0,0,0,-0.032748705893755,0,0,0,0,-0.5,0,0,0,0,0,0,-10.6507264077663,0,0,-0.79688529762129,-1.71265176618164,-1.44803668356797,3.4
3lqi,-13.8412886366367,-13.8412886366367,-47.19970703125,-29.7049961090088,-4.56892579882009,0,0,0,-2.6296098146005,-2,-0.345312803314755,-2.29166666666667,0,0,0,-4.83333333333333,1,0,0.0677114753959529,0.259848304702736,0,-76.9047031402588,0,0,-0.182122218903114,-2.59650741334835,-0.771437588933012,5.16
3dnj,-8.01283086813346,-8.01283086813346,-30.9837474822998,-19.9727935791016,-3.80806868501429,0,0,0,-1.84023345428079,-1.49795951843262,-0.101513651560714,0,0,0,-0.281919733333333,-1.5,0,0,0.461234010591952,0.555630163896335,0,-50.9565410614014,0,0,-0.308185802620518,-1.88178703713857,-0.912999227610707,6.82
1eix,-8.8789579157731,-8.8789579157731,-10.1414499282837,-38.7847061157227,-1.26841277941946,0,-1,-1.3,-5.76803541309471,-2,-0.315968582272255,0,0,0,-0.3761438,0,3,0,0,0.149602659013316,0,-48.9261560440063,0,0,-0.403588996171505,-2.17034118247402,-1.13087223952709,11.06
3f9y,-8.71681130503764,-8.71681130503764,-54.2745513916016,-39.7135543823242,-6.2940602693241,-1.15,0,0,-4.46512697701714,-2,-0.683900330769528,0,0,0,0,-1.5,6.5,0,0.571911422814175,0.304364849258953,0,-93.9881057739258,0,0,-0.132072898561176,-1.67965148711106,-0.533738282559608,4.49
1ugw,-6.33731376398691,-6.33731376398691,-10.8326845169067,-19.1573333740234,-0.531530048377764,0,0,0,-3.8644514784062,-1.43680000305176,-0.21256949787808,0,0,0,-0.5,0,0,0,0,0.208037263726895,0,-29.9900178909302,0,0,-0.528109480332242,-1.81850316259474,-1.20906888652604,3.09
3m6p,-9.30992888862663,-9.30992888862663,-8.43923282623291,-31.9929962158203,-3.04168930806449,0,0,0,-3.92303765251676,-3.78028923425951,0,0,0,0,-0.218365466666666,0,1.65345277288078,0,0,0,0,-40.4322290420532,0,0,-0.344812181060246,-2.16719795909895,-1.03443654204429,8.35
1z3t,-5.59535066870069,-5.59535066870069,-21.3601493835449,-17.3870944976807,-1.12639130347103,0,0,0,-4.07542369941871,-1.30403208732605,-0.00790904990933853,0,0,0,-0.359011733333333,0,1,0,0,0.27741720475776,0,-38.7472438812256,0,0,-0.243276116030465,-1.35300652752661,-0.691844912642486,3.94
4e0w,-12.340100185565,-12.340100185565,-15.6118488311768,-17.8795566558838,-0.728284591697712,0,0,-1.3,-4.24580366687487,-5.89096674919128,0,0,0,0,-0.5,0,0,0,0,0.32495482219885,0,-33.4914054870605,0,0,-0.822673345704334,-3.32792155346143,-2.02888693657443,7.48
