name,dockingscore,gscore,evdw,ecoul,lipo,hbond,metal,rewards,erotb,esite,emodel,energy,eff_state_penalty,einternal,ligand_efficiency,ligand_efficiency_ln,ligand_efficiency_sa,affinity
1axz,-5.26790415375894,-5.26790415375894,-6.72867965698242,-16.079216003418,-0.543708993808226,0,-0,-2.31567296050728,0.339794183918387,0,0,-22.8078956604004,0,0,-0.438992012813245,-1.51163422242011,-1.00504081803647,3.2
1kll,-3.70467537584394,-3.70467537584394,-16.4046859741211,-10.5836334228516,-0.0405978440300862,-0.2,-0,-1.21147827272727,0.359977572784756,-0.20479751973755,0,-26.9883193969727,0,0,-0.161072842427997,-0.895824098018134,-0.458069737453058,5.2
1yid,-6.89255508952867,-6.89255508952867,6.96964502334595,-42.8995361328125,-0.463987170753319,-0.730524170803955,-1.60967832733359,-0.675,0.565122354200082,-0.326970026005187,0,-35.9298911094666,0,0,-0.222340486758989,-1.55448240413427,-0.698456102548477,5
2dua,-7.86468720699849,-7.86468720699849,0.853014349937439,-33.0288619995117,0,-0.637768055658135,-2.3,-2.25,1.48043013116277,-0.2,0,-32.1758476495743,0,0,-1.31078120116642,-2.81710773929,-2.38184751191417,4.77
2fkf,-6.98073100777855,-6.98073100777855,-13.108434677124,-30.5417404174805,0,-1.58388800598212,-0,-1.11760963636364,0.501498377252185,-0.125310008828785,0,-43.6501750946045,0,0,-0.349036550388928,-1.74704673132906,-0.947430960265138,2.92
1vj9,-11.6902855021866,-11.6902855021866,-41.9489097595215,-29.0180282592773,-3.19292768390965,-1.87892461454055,-0,-0.836123368764958,0.563968481953843,-0.248832828949212,0,-70.9669380187988,0,0,-0.292257137554665,-2.49319386787173,-0.999505349697102,7.55
1cim,-7.00999819466738,-7.00999819466738,0.768756449222565,-14.2840042114258,-0.771757349153316,0,-2.3,-1.61325081818182,0,-0.220827218079513,0,-13.5152477622032,0,0,-0.412352834980434,-1.82875242400403,-1.0602752524396,8.82
1gzc,-4.56054746687415,-4.56054746687415,-14.4726362228394,-15.6859979629517,-0.738723114846476,0,-0,-1.1984075962088,0.453114749765845,0,0,-30.158634185791,0,0,-0.198284672472789,-1.10278173024829,-0.563895232066684,3.49
1n1t,-5.93998722186992,-5.93998722186992,-18.7910060882568,-16.2201290130615,-0.105868225136523,-1.39612592613391,-0,-1.43013654545454,0.605644450731067,-0.240931319503934,0,-35.0111351013184,0,0,-0.296999361093496,-1.48658288774353,-0.806180297064584,3.85
2ff1,-5.88048712261243,-5.88048712261243,-22.2761383056641,-12.3821201324463,-0.941386939100674,-0.441205452513167,-0,-2.02925079856491,0.502481002716467,0,0,-34.6582584381104,0,0,-0.30949932224276,-1.49082978686493,-0.825868500940331,8.21
1qq9,-7.40151822705352,-7.40151822705352,-9.94653797149658,-10.2376832962036,-0.865645462600116,-0.395609300235241,-2.3,-2.925,1.31771592878721,-0.2,0,-20.1842212677002,0,0,-0.822390914117058,-2.31498227541467,-1.71064203542687,2.06
1obx,-4.80119614167947,-4.80119614167947,-25.0000972747803,-14.9833421707153,-1.30215235639618,-0.8,-0,-0.235384363636362,1.11695127069522,-0.0831045029958373,0,-39.9834394454956,0,0,-0.145490792172105,-1.06776116264633,-0.466666710046414,5.72
1ta2,-9.99552083721274,-9.99552083721274,-46.3490447998047,-10.9643392562866,-5.15909321101712,-0.513094736617254,-0,-0.97930317426383,0.659520407365718,-0.0414469942470198,0,-57.3133840560913,0,0,-0.293985906976845,-2.20829091780319,-0.95240021253195,8.52
1me8,-8.05914622149698,-8.05914622149698,-17.8112983703613,-41.209903717041,0,-1.42031632775833,-0,-2.27594843566741,0.540403263765611,-0.0127198033187891,0,-59.0212020874023,0,0,-0.383768867690332,-1.99260761822681,-1.05878920613876,7.19
1xbb,-7.18657538878601,-7.18657538878601,-41.8499984741211,-3.36551523208618,-3.03547783714375,-0.348328167369622,-0,-1.67111930098257,0.466506732973234,-0.000829607744318602,0,-45.2155137062073,0,0,-0.194231767264487,-1.55859972459686,-0.64722333838351,5.3
1qca,-6.03581461973862,-6.03581461973862,-8.15381336212158,-4.3720703125,-4.04374905659821,-0.301128997979477,-0,-1.0132403245284,0.385804974348547,0,0,-12.5258836746216,0,0,-0.1631301248578,-1.30902669145052,-0.543585766058614,5.27
1rgl,-5.01314153369963,-5.01314153369963,-14.811279296875,-16.2664566040039,-0.0166510360596986,-0.924002671458211,-0,-1.18526526076723,0.441204706104511,-0.147894816074662,0,-31.0777359008789,0,0,-0.208880897237484,-1.19987480708982,-0.602516767934099,4.43
2c3j,-8.57295445833997,-8.57295445833997,-27.1638278961182,-10.780909538269,-1.65906137244134,-0.742089108048072,-0,-3.02660683333333,0,-0.169869318970959,0,-37.9447374343872,0,0,-0.476275247685554,-2.20363373781431,-1.24819425544404,6.18
1z3v,-3.79030330710184,-3.79030330710184,-23.6442184448242,-10.7280597686768,-0.171262507248755,-0.16,-0,-1.21913025779988,0.647306785379779,-0.0957974398902559,0,-34.372278213501,0,0,-0.164795795960949,-0.916529708227447,-0.468657322061876,4.11
1af6,-5.09459152207882,-5.09459152207882,2.6304759979248,-38.3249130249023,-0.445433894881073,-0.25330022918431,-0,-1.0810757572923,0.566393437207307,-0.0126988778246835,0,-35.6944370269775,0,0,-0.221503979220818,-1.23191842524054,-0.629927851753434,1.82
1vja,-11.4977575536226,-11.4977575536226,-36.7052841186523,-29.2110481262207,-3.15981619202412,-1.54226026135285,-0,-1.41991640465528,0.743342376767409,-0.283842866425149,0,-65.916332244873,0,0,-0.348416895564321,-2.55704174772315,-1.11755915237061,7.7
2avv,-10.7090959522074,-10.7090959522074,-21.3943824768066,-23.0463542938232,-5.56802880871137,-0.691996711626835,-0,-0.434121058290559,0.541008600153018,-0.0292857058178598,0,-44.4407367706299,0,0,-0.237979910049054,-2.22796919380107,-0.846469147582553,9.26
1meu,-11.3323143042151,-11.3323143042151,-57.7468414306641,-17.1546096801758,-5.18759358618608,-1.02994694293702,-0,-0.212654308812632,0.561996332857192,-0.00358227557695266,0,-74.9014511108398,0,0,-0.269817007243216,-2.39195959559569,-0.93789110525243,6.1
1cil,-7.37349568772329,-7.37349568772329,-21.2075729370117,-10.9902458190918,-0.886361395233384,0,-2.3,-1.42197927272727,0.177913214250769,-0.234152714299052,0,-32.1978187561035,0,0,-0.388078720406489,-1.86933952500426,-1.03554989635021,9.43
1xzx,-8.44802379468564,-8.44802379468564,-43.7448310852051,-1.25789868831635,-5.11100525685629,-0.452164805462991,-0,-0.492110948429862,0.0491404522994196,-0.0659568787282117,0,-45.0027297735214,0,0,-0.367305382377637,-2.04280875599957,-1.04456764737377,10.22
6tim,-5.30442601403899,-5.30442601403899,-1.55963170528412,-34.4760475158691,0,-0.577258500569021,-0,-2.24960563636364,1.60041970815787,0,0,-36.0356792211533,0,0,-0.530442601403899,-1.60614363133037,-1.14280394065818,3.21
2hh5,-9.26920224116067,-9.26920224116067,-44.0448417663574,-24.5712661743164,-3.02448324988374,-0.907984910683123,-0,0,0.671015179732185,-0.119817245860654,0,-68.6161079406738,0,0,-0.237671852337453,-1.98758008245764,-0.805995504344873,7.49
1rdi,-3.29817852879971,-3.29817852879971,10.3999147415161,-10.7940626144409,-0.00318759009437402,0,-0,-2.19420640909091,0,-0.00167087452408966,0,-0.394147872924805,0,0,-0.274848210733309,-0.946418042216524,-0.629245322212231,2.06
3pcb,-5.54324740728841,-5.54324740728841,22.1724891662598,-24.687198638916,-0.285268058548092,-0.00519067788257041,-0,-2.65833333333333,0,0,0,-2.51470947265625,0,0,-0.554324740728841,-1.67845710290633,-1.19425645005252,2.4
1w8l,-5.41056144328503,-5.41056144328503,-12.9815645217896,-4.74776411056519,-0.954719492392657,-0.32,-0,-2.77459910821812,0,0,0,-17.7293286323547,0,0,-0.541056144328503,-1.63828070766829,-1.16567012570154,0.49
1qiw,-6.66361589503457,-6.66361589503457,-36.8014831542969,-12.4824285507202,-2.94159162045612,-0.192187519818921,-0,-1.01937083571586,1.29749677144836,-0.0955242501691522,0,-49.2839117050171,0,0,-0.175358313027226,-1.43687161068889,-0.58955033506044,7.74
1joc,-5.07992972551522,-5.07992972551522,-8.57614040374756,-17.7233810424805,0,-1.09487604276135,-0,-1.11760963636364,0.334332251501457,-0.114462121332248,0,-26.299521446228,0,0,-0.253996486275761,-1.27133886300067,-0.68945253621166,4.62
1q66,-8.41049030734255,-8.41049030734255,-19.244556427002,-20.9188423156738,-1.85089583019113,-1.00795245893043,-0,-1.77228377272727,0.5673118059409,-0.246615882733449,0,-40.1633987426758,0,0,-0.382295013970116,-2.05583061120239,-1.071205663954,5.77
1owd,-9.09894628963888,-9.09894628963888,-27.7530479431152,-22.176362991333,-2.37947291711058,-0.954238778656243,-0,-1.08857548168927,0.286793037016519,-0.249345303343588,0,-49.9294109344482,0,0,-0.324962367487103,-2.1003039603204,-0.986777140289895,8.2
2bmz,-3.52403003167704,-3.52403003167704,-10.247654914856,-13.6623363494873,-0.109626831583324,-0.16681893344714,-0,-1.18433809090909,0.528398764963914,-0.0299117425355112,0,-23.9099912643433,0,0,-0.160183183258047,-0.861401481860494,-0.448839579136168,3.7
1imx,-3.00755382043379,-3.00755382043379,-20.9991912841797,-1.702223777771,-1.93776801269857,-0.271307676759363,-0,-0.0178061869271544,0.524621186825931,0,0,-22.7014150619507,0,0,-0.0501258970072298,-0.590371103426488,-0.196236251910348,3.52
1vkj,-9.75322760595432,-9.75322760595432,-36.6517143249512,-51.3306312561035,-0.585264381804572,-1.7195464130428,-0,-2.00168415324583,0.442659266387744,-0.0568062080013039,0,-87.9823455810547,0,0,-0.361230652072382,-2.27039059214231,-1.08369195502659,4.85
1hqg,-2.91909674454402,-2.91909674454402,-6.78110074996948,-6.74889135360718,-0.24840714887491,-0.451594623789501,-0,-2.25,1.57805647397921,-0.195762705319261,0,-13.5299921035767,0,0,-0.324344082727113,-0.91300960377831,-0.674662879089147,3
1rzx,-8.25432825355957,-8.25432825355957,-31.4737339019775,-24.9163970947266,-1.72965395541211,-1.50412211466675,-0,-0.399111010165998,0.786721709319615,-0.0970166233264682,0,-56.3901309967041,0,0,-0.165086565071191,-1.68043354936203,-0.608184104931538,4.1
1f9g,-2.08328603244449,-2.08328603244449,-11.7658977508545,-1.72522473335266,0,0,-0,-2.21511695454545,1.0170766231434,-0.0381671034968184,0,-13.4911224842072,0,0,-0.173607169370374,-0.5978025358502,-0.397461198446054,1.28
1hp0,-7.03242738795271,-7.03242738795271,-16.2370948791504,-16.2643089294434,-1.39729715272394,0,-0,-2.70239526931029,0.499212115801644,-0.180445998346101,0,-32.5014038085938,0,0,-0.370127757260669,-1.78287138553702,-0.987649516742767,6.7
2gh7,-14.2079033362007,-14.2079033362007,-29.396692276001,-27.8418159484863,-2.50049918470065,-1.76,-0,-4.99357980053975,0.615968043564096,-0.099957780724316,0,-57.2385082244873,0,0,-0.887993958512542,-3.76608858857147,-2.23760455895087,13
1x9d,-4.86999435799159,-4.86999435799159,-5.4191951751709,-36.2225761413574,-0.275844838441826,0,-0,-0.8802832453111,0.557093484519885,0,0,-41.6417713165283,0,0,-0.202916431582983,-1.16561311934701,-0.585312271897688,3.96
1w6y,-6.26487548992333,-6.26487548992333,-15.3015604019165,-11.9030437469482,-0.957484465860885,-0.423918472086736,-0,-2.33293796983765,0,0,0,-27.2046041488647,0,0,-0.313243774496167,-1.56789170570506,-0.850274418932012,5.36
8abp,-6.62915039137806,-6.62915039137806,-9.24368190765381,-32.5911407470703,-0.0854578811670281,-0.16,-0,-2.18075536363636,0.339794183918387,-0.0805472351103619,0,-41.8348226547241,0,0,-0.552429199281505,-1.90224618836815,-1.26474714379215,8
