name,dockingscore,gscore,evdw,ecoul,lipo,hbond,metal,rewards,erotb,esite,emodel,energy,eff_state_penalty,einternal,ligand_efficiency,ligand_efficiency_ln,ligand_efficiency_sa,affinity
1a08,-7.63359296611552,-7.63359296611552,-25.0124263763428,-28.236873626709,-1.27159461831319,-1.3083831922122,-0,-0.511822971142616,0.865051177097085,-0.156222042727455,0,-53.2493000030518,0,0,-0.186185194295501,-1.61949215119413,-0.64200699607904,5.62
1u2y,-4.64506309096199,-4.64506309096199,-14.4430160522461,-12.6110248565674,-0.289010314087982,0,-0,-2.09196940909091,0.432591231715743,-0.0828700684014312,0,-27.0540409088135,0,0,-0.357312545458615,-1.3029815083459,-0.840161381776317,1.74
1b39,-11.3409910904502,-11.3409910904502,-32.2838973999023,-73.3500747680664,-0.664973416688048,-0.980968462341291,-2.3,-1.88394003228943,0.395585647940057,-0.292499957076382,0,-105.633972167969,0,0,-0.365838422272587,-2.55774105053311,-1.14923774031301,6.92
2i0d,-8.10325307816855,-8.10325307816855,-40.34912109375,-15.2263927459717,-2.82712751495737,-0.710992879644842,-0,-0.599070336007081,0.429349397953007,-0.0939967789290179,0,-55.5755138397217,0,0,-0.180072290625968,-1.68583775029225,-0.640497924038974,12.1
2c02,-6.60220880258978,-6.60220880258978,-24.8983535766602,-21.1882171630859,-0.229413265499431,-0.949365242542525,-0,-1.42691831669649,0.550947803334439,-0.124309527889876,0,-46.0865707397461,0,0,-0.24452625194777,-1.53688536332402,-0.73357875503739,4.04
1a1b,-7.45683018123598,-7.45683018123598,-22.9394111633301,-32.4390563964844,-1.09333019037735,-1.60379924462109,-0,-0.486847325971785,1.00726301827517,-0.13314588037441,0,-55.3784675598145,0,0,-0.191200773877846,-1.59895606556944,-0.648402251495894,6.4
1n2v,-8.08348035753215,-8.08348035753215,-23.4963836669922,-11.4967279434204,-1.51382419839449,-0.598441503183422,-0,-3.24130063636364,0.269414355272059,-0.1,0,-34.9931116104126,0,0,-0.538898690502144,-2.1799813700282,-1.32903845615756,4.08
1xd1,-8.11065851744167,-8.11065851744167,-26.1409778594971,-33.0150337219238,-1.90239872675665,-0.262035056761022,-0,-0.603007449278402,0.0920757121581405,-0.128244103828882,0,-59.1560115814209,0,0,-0.122888765415783,-1.56285127250578,-0.496622996189554,7.92
1jq9,-7.42753825483284,-7.42753825483284,-38.0191421508789,-13.7135467529297,-2.60369376349746,-0.384598349137015,-0,-1.1722012350843,0.827946156914867,-0.137001943545536,-75.1831023840885,-51.7326889038086,0,27.3745555877686,-0.158032728826231,-1.5314045808037,-0.570312632571658,8.45
3pch,-6.44649303009558,-6.44649303009558,-10.6165866851807,-16.8660850524902,-0.538156275494398,-0.214261329135285,-0,-2.63333333333333,0,0,-59.5435347135091,-27.4826717376709,0,0.343204349279404,-0.644649303009558,-1.95195365102655,-1.38885482024268,5.4
