name,vina_affinity,vina_gauss_1,vina_gauss_2,vina_repulsion,vina_hydrophobic,vina_hydrogen,atp2_A_MN,atp2_OA_SA,atp2_HD_N,atp2_N_ZN,atp2_A_MG,atp2_HD_NA,atp2_A_CL,atp2_MG_OA,atp2_FE_HD,atp2_A_OA,atp2_NA_ZN,atp2_A_N,atp2_C_OA,atp2_F_HD,atp2_C_HD,atp2_NA_SA,atp2_A_ZN,atp2_C_NA,atp2_N_N,atp2_MN_N,atp2_F_N,atp2_FE_OA,atp2_HD_I,atp2_BR_C,atp2_MG_NA,atp2_C_ZN,atp2_CL_MG,atp2_BR_OA,atp2_A_FE,atp2_CL_OA,atp2_CL_N,atp2_NA_OA,atp2_F_ZN,atp2_HD_P,atp2_CL_ZN,atp2_C_C,atp2_C_CL,atp2_FE_N,atp2_HD_S,atp2_HD_MG,atp2_C_F,atp2_A_NA,atp2_BR_HD,atp2_HD_OA,atp2_HD_MN,atp2_A_SA,atp2_A_F,atp2_HD_SA,atp2_A_C,atp2_A_A,atp2_F_SA,atp2_C_N,atp2_HD_ZN,atp2_OA_OA,atp2_N_SA,atp2_CL_FE,atp2_C_MN,atp2_CL_HD,atp2_OA_ZN,atp2_MN_OA,atp2_C_MG,atp2_F_OA,atp2_CD_OA,atp2_S_ZN,atp2_N_OA,atp2_C_SA,atp2_N_NA,atp2_A_HD,atp2_HD_HD,atp2_SA_ZN,atp4_I_N,atp4_OA_SA,atp4_FE_NA,atp4_HD_NA,atp4_A_CL,atp4_MG_SA,atp4_A_CU,atp4_P_SA,atp4_C_NA,atp4_MN_NA,atp4_F_N,atp4_HD_N,atp4_HD_I,atp4_CL_MG,atp4_HD_S,atp4_CL_MN,atp4_F_OA,atp4_HD_OA,atp4_F_HD,atp4_A_SA,atp4_A_BR,atp4_BR_HD,atp4_SA_SA,atp4_A_MN,atp4_N_ZN,atp4_A_MG,atp4_I_OA,atp4_C_C,atp4_N_S,atp4_N_N,atp4_FE_N,atp4_NA_SA,atp4_BR_N,atp4_MN_N,atp4_A_P,atp4_BR_C,atp4_A_FE,atp4_MN_P,atp4_CL_OA,atp4_CU_HD,atp4_MN_S,atp4_A_S,atp4_FE_OA,atp4_NA_ZN,atp4_P_ZN,atp4_A_F,atp4_A_C,atp4_A_A,atp4_A_N,atp4_HD_MN,atp4_A_I,atp4_N_SA,atp4_C_OA,atp4_MG_P,atp4_BR_SA,atp4_CU_N,atp4_MN_OA,atp4_MG_N,atp4_HD_HD,atp4_C_FE,atp4_CL_NA,atp4_MG_OA,atp4_A_OA,atp4_CL_ZN,atp4_BR_OA,atp4_HD_ZN,atp4_HD_P,atp4_OA_P,atp4_OA_S,atp4_N_P,atp4_A_NA,atp4_CL_FE,atp4_HD_SA,atp4_C_MN,atp4_CL_HD,atp4_C_MG,atp4_FE_HD,atp4_MG_S,atp4_NA_S,atp4_NA_P,atp4_FE_SA,atp4_P_S,atp4_C_HD,atp4_A_ZN,atp4_CL_P,atp4_S_SA,atp4_CL_S,atp4_OA_ZN,atp4_N_NA,atp4_MN_SA,atp4_CL_N,atp4_NA_OA,atp4_C_ZN,atp4_C_CD,atp4_HD_MG,atp4_C_F,atp4_C_I,atp4_C_CL,atp4_C_N,atp4_C_P,atp4_C_S,atp4_A_HD,atp4_F_SA,atp4_MG_NA,atp4_OA_OA,atp4_CL_SA,atp4_S_ZN,atp4_N_OA,atp4_C_SA,atp4_SA_ZN,lat_A,lat_C,lat_CL,lat_I,lat_N,lat_P,lat_S,lat_BR,lat_HD,lat_NA,lat_F,lat_OA,lat_SA,ele_I_N,ele_OA_SA,ele_FE_NA,ele_HD_NA,ele_A_CL,ele_MG_SA,ele_P_SA,ele_C_NA,ele_MN_NA,ele_F_N,ele_HD_N,ele_HD_I,ele_CL_MG,ele_HD_S,ele_CL_MN,ele_F_OA,ele_HD_OA,ele_F_HD,ele_A_SA,ele_A_BR,ele_BR_HD,ele_SA_SA,ele_A_MN,ele_N_ZN,ele_A_MG,ele_I_OA,ele_C_C,ele_N_S,ele_N_N,ele_FE_N,ele_NA_SA,ele_BR_N,ele_MN_N,ele_A_P,ele_BR_C,ele_A_FE,ele_MN_P,ele_CL_OA,ele_CU_HD,ele_MN_S,ele_A_S,ele_FE_OA,ele_NA_ZN,ele_P_ZN,ele_A_F,ele_A_C,ele_A_A,ele_A_N,ele_HD_MN,ele_A_I,ele_N_SA,ele_C_OA,ele_MG_P,ele_BR_SA,ele_CU_N,ele_MN_OA,ele_MG_N,ele_HD_HD,ele_C_FE,ele_CL_NA,ele_MG_OA,ele_A_OA,ele_CL_ZN,ele_BR_OA,ele_HD_ZN,ele_HD_P,ele_OA_P,ele_OA_S,ele_N_P,ele_A_NA,ele_CL_FE,ele_HD_SA,ele_C_MN,ele_CL_HD,ele_C_MG,ele_FE_HD,ele_MG_S,ele_NA_S,ele_NA_P,ele_FE_SA,ele_P_S,ele_C_HD,ele_A_ZN,ele_CL_P,ele_S_SA,ele_CL_S,ele_OA_ZN,ele_N_NA,ele_MN_SA,ele_CL_N,ele_NA_OA,ele_F_ZN,ele_C_ZN,ele_HD_MG,ele_C_F,ele_C_I,ele_C_CL,ele_C_N,ele_C_P,ele_C_S,ele_A_HD,ele_F_SA,ele_MG_NA,ele_OA_OA,ele_CL_SA,ele_S_ZN,ele_N_OA,ele_C_SA,ele_SA_ZN,rot_bonds,siteflex_SIDECHAIN_OTHER,siteflex_SIDECHAIN_ALPHA,siteflex_BACKBONE_ALPHA,siteflex_SIDECHAIN_BETA,siteflex_BACKBONE_BETA,siteflex_BACKBONE_OTHER,hbond_HDONOR-LIGAND_SIDECHAIN_BETA,hbond_HDONOR-LIGAND_BACKBONE_OTHER,hbond_HDONOR-LIGAND_SIDECHAIN_ALPHA,hbond_HDONOR-RECEPTOR_SIDECHAIN_OTHER,hbond_HDONOR-RECEPTOR_BACKBONE_ALPHA,hbond_HDONOR-RECEPTOR_SIDECHAIN_BETA,hbond_HDONOR-RECEPTOR_SIDECHAIN_ALPHA,hbond_HDONOR-LIGAND_SIDECHAIN_OTHER,hbond_HDONOR-LIGAND_BACKBONE_BETA,hbond_HDONOR-RECEPTOR_BACKBONE_BETA,hbond_HDONOR-RECEPTOR_BACKBONE_OTHER,hbond_HDONOR-LIGAND_BACKBONE_ALPHA,hydrophobic_SIDECHAIN_OTHER,hydrophobic_SIDECHAIN_ALPHA,hydrophobic_BACKBONE_ALPHA,hydrophobic_SIDECHAIN_BETA,hydrophobic_BACKBONE_BETA,hydrophobic_BACKBONE_OTHER,stacking_ALPHA,stacking_BETA,stacking_OTHER,pi_cation_LIGAND-CHARGED_BETA,pi_cation_LIGAND-CHARGED_ALPHA,pi_cation_RECEPTOR-CHARGED_BETA,pi_cation_RECEPTOR-CHARGED_OTHER,pi_cation_RECEPTOR-CHARGED_ALPHA,pi_cation_LIGAND-CHARGED_OTHER,t_shaped_ALPHA,t_shaped_BETA,t_shaped_OTHER,salt_bridges_ALPHA,salt_bridges_BETA,salt_bridges_OTHER,affinity
1n2v,-5.8004,63.85331,909.97212,2.61809,15.01064,2.61054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,9,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,7,0,0,1,0,0,4,0,0,5,4,0,0,2,0,0,0,2,2,0,2,0,0.0,18059.377689465815,0,-30126.264754807635,0.0,0,0,-13382.341343981581,0,0.0,-19142.87659764395,0.0,0,0.0,0,0.0,-316065.7754600219,0.0,-18672.30152908502,0.0,0.0,0.0,0,0.0,0,0.0,13208.083477327802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,28311.448775592613,-1286.5468002146936,-74654.6552666054,0.0,0.0,0.0,-110470.67764261756,0.0,0,0,0.0,0,51819.99865000094,0.0,0,0.0,-74713.72539375565,0,0.0,0.0,0.0,0.0,0.0,0.0,-3743.4233081207544,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,17086.783504708972,0.0,0,0,0,0.0,17095.479604044463,0,0.0,79205.6157091961,0,0.0,0.0,0.0,0.0,0.0,-36194.33130669998,0.0,0.0,90295.45054705576,0.0,0.0,36922.184471030276,0.0,0,229741.73621097108,0.0,0.0,3,20,26,0,23,4,6,0,0,0,0,0,1,0,0,0,0,1,0,1,11,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08
2qmj,-6.7788,99.32601,1698.58223,6.30797,12.26367,9.3624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,36,0,0,0,0,0,18,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,14,0,0,8,1,0,0,25,0,0,1,0,0,0,15,0,0,18,0,0.0,26471.190320257152,0,0.0,0.0,0,0,0.0,0,0.0,-240028.0793863118,0.0,0,0.0,0,0.0,-1884048.0697073208,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,22960.63728778937,0.0,4903.590364626442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4982.870587289466,0.0,0.0,0.0,0.0,0.0,-1211168.4912138733,0.0,0,0,0.0,0,355503.14055601915,0.0,0,0.0,-51406.70332962077,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-12715.026574991709,0.0,0.0,0.0,0.0,0,0.0,0,0,0,495759.2404996076,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-67292.60053654975,0.0,0.0,44839.25437105951,0.0,0.0,1696363.001202628,0.0,0,337036.01368549524,-14519.774836927192,0.0,22,125,0,0,74,1,1,0,0,0,2,0,1,0,1,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.21
1qi0,-4.50532,65.07444,771.38425,5.83319,0.0,8.87687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,7,0,0,9,0,0,0,12,0,0,0,0,0,0,8,0,0,11,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-157876.5825952877,0.0,0,0.0,0,0.0,-1504818.3236840442,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,715.4617313721204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,12677.921545152976,0.0,0.0,0.0,0.0,0.0,-357825.70749756956,0.0,0,0,0.0,0,322262.91206888924,0.0,0,0.0,-106916.70906119388,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,517688.9140283806,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-150714.79321398793,0.0,0.0,46131.46318990562,0.0,0.0,662717.3628398199,0.0,0,352893.9728919054,0.0,0.0,12,101,0,0,54,0,0,0,0,0,2,0,2,0,1,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35
1lor,-8.87076,92.19752,1493.34795,8.43042,5.52876,12.55377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,39,0,0,0,0,0,9,0,0,0,2,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,0,0,9,0,0,16,0,0,4,5,0,0,2,1,0,0,3,0,0,10,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-150526.93263018708,0.0,0,0.0,0,0.0,-2104597.509734994,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2744.67261877593,0.0,33024.588243370185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,49202.98823269418,0.0,-84410.25787584155,0.0,0.0,0.0,-1273742.7291382405,0.0,0,0,0.0,0,247561.0811037467,0.0,0,0.0,-90484.08662635795,0,0.0,0.0,166668.37129036427,0.0,0.0,-178684.3536191562,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,371322.15627978294,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-79946.82644394197,33644.85653051328,0.0,125886.16655027146,0.0,0.0,770842.3361098447,0.0,0,930417.0627798452,0.0,0.0,6,109,14,0,47,12,11,0,0,0,4,0,1,1,1,0,1,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.06
2jdy,-4.47347,49.90987,629.39334,5.44206,0.0,8.63276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,6,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-111518.1098033341,0.0,0,0.0,0,0.0,-1134241.6473735746,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,51077.202282246784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-957214.7529977486,0.0,0,0,0.0,0,90131.88401304347,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,398338.3247044713,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-69221.17804720046,0.0,0.0,0.0,0.0,0.0,1781967.7860588739,0.0,0,165791.48994559443,0.0,0.0,6,72,0,0,19,11,11,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37
1h23,-9.66911,132.40836,2005.02275,3.05264,112.52649,2.9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,8,0,0,0,17,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,1,0,0,5,0,0,10,20,0,0,4,0,0,0,6,0,0,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-167347.8912982078,0.0,0,0.0,0,0.0,-285089.4718050274,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,4259.6613764191625,0.0,43817.765375843024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,87314.44978689034,63.911167731447534,-120874.39242946704,0.0,0.0,0.0,-187413.2707350371,0.0,0,0,0.0,0,79863.47040818672,0.0,0,0.0,-66824.72317897863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,102050.6196642779,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-75808.14820121403,0.0,0.0,98583.15743265813,0.0,0.0,50448.12520906418,0.0,0,211292.9222437072,0.0,0.0,15,72,13,7,9,9,29,0,0,0,1,0,0,0,0,0,0,1,0,26,10,4,1,1,6,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,8.35
1bcu,-7.00595,61.69003,865.90887,0.63544,11.1526,1.18484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,1,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,13,0,0,0,3,0,0,0,5,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-90825.51503404792,0.0,0,0.0,0,0.0,-269055.65039894264,0.0,-1965.9594881592154,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,30210.885777056606,0.0,-22099.04673442722,0.0,0.0,13498.050138347147,0.0,0.0,0,0,0.0,0,42916.857923510615,0.0,0,0.0,-45247.777946250135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7817.585542258793,0.0,0.0,0.0,0.0,0,0.0,0,0,0,92504.16574069054,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-68271.28969648355,0.0,0.0,11147.640504464187,0.0,0.0,0.0,0.0,0,435513.15395676176,0.0,0.0,1,15,0,0,22,27,8,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28
3myg,-6.07623,96.33326,1453.82619,4.24984,12.06081,2.24775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,7,0,0,1,5,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,2,1,0,12,8,0,0,4,0,0,0,4,4,0,1,1,0.0,0.0,0,-93645.31444113125,0.0,0,0,-89498.03936391509,0,0.0,-124733.40606982012,0.0,0,0.0,0,0.0,-167869.6853272432,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,27243.66051626566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,31581.34925663788,2195.996507914274,-61722.15728138751,0.0,0.0,-2374.3728250621725,-54898.10520768627,0.0,0,0,0.0,0,94009.05017580363,0.0,0,0.0,-113133.54448192431,0,0.0,0.0,0.0,0.0,0.0,0.0,-842.6445877849476,0,2184.7846168246365,0.0,0.0,0.0,0.0,0,0.0,0,0,0,189206.2948608117,0.0,0,0,0,0.0,58768.72422580958,0,0.0,85313.94846492916,0,0.0,0.0,0.0,0.0,0.0,-102217.56935331655,0.0,0.0,54254.566516506005,0.0,0.0,0.0,0.0,0,119024.14699202613,2394.707564404416,0.0,9,13,9,0,71,18,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7
3coy,-10.0903,137.68109,1891.80346,4.96794,12.2391,7.63962,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13,0,0,15,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,24,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,15,0,0,6,0,0,5,0,0,11,0,0,5,11,0,0,3,0,1,0,7,4,0,7,0,0.0,0.0,0,-62471.52567635455,0.0,0,0,-105503.9806372786,0,0.0,-454606.38701851026,0.0,0,58251.890984770565,0,0.0,-802220.5881154214,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,44617.891354065054,-97637.51721060683,110147.64847038162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,86653.86181781079,0.0,-51279.19088862752,0.0,0.0,0.0,-409843.1533146596,0.0,0,0,0.0,0,321892.81959077716,0.0,0,0.0,-132118.07449194812,0,0.0,0.0,0.0,0.0,0.0,0.0,-19773.047259887153,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,485208.6067910029,0.0,0,0,0,0.0,80547.5347789395,0,0.0,69373.04386612138,0,0.0,0.0,0.0,0.0,0.0,-256748.12216250825,0.0,0.0,54868.09507354681,0.0,0.0,245462.1513755612,0.0,0,469107.92107847834,0.0,0.0,11,42,68,12,40,59,8,0,0,2,1,0,0,1,0,2,3,0,0,5,5,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02
3g2z,-4.07588,38.30907,582.16735,2.84756,12.34573,3.86562,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,2,4,0,1,0,0.0,0.0,0,68528.33906962263,0.0,0,0,38089.39798416717,0,0.0,-43810.08495285135,0.0,0,0.0,0,0.0,-107718.3463815776,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1046.4165832220483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-71.4099066226143,0.0,-91601.94716934684,0.0,0.0,0.0,-17061.937660165644,0.0,0,0,0.0,0,50774.79765073125,0.0,0,0.0,-224351.4338551079,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,27789.560305096173,0.0,0,0,0,0.0,-19121.152421812883,0,0.0,-52831.55210797229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261845.5809391265,0.0,0.0,0.0,0.0,0,25739.489374749744,0.0,0.0,3,11,14,1,39,15,0,0,0,0,0,0,5,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36
