name,dockingscore,XP_GScore,evdw,ecoul,XP_LipophilicEvdW,XP_PhobEn,XP_PhobEnHB,XP_PhobEnPairHB,XP_HBond,XP_Electro,XP_Sitemap,XP_PiCat,XP_PiStack,XP_ClBr,XP_LowMW,XP_Zpotr,XP_Penalties,XP_HBPenal,XP_ExposPenal,XP_RotPenal,emodel,energy,eff_state_penalty,einternal,ligand_efficiency,ligand_efficiency_ln,ligand_efficiency_sa,affinity
1o2s,-4.46919272874851,-4.46919272874851,26.6425361633301,-11.0204000473022,-1.21782904113024,0,0,0,-2.33068843525295,-0.826530003547668,0,0,0,0,-0.5,0,0,0,0.290094990826788,0.115759760355559,0,15.6221361160278,0,0,-0.235220669934132,-1.13303634619617,-0.62766322284968,5.47
1gi9,-0.562977676238209,-0.562977676238209,93.7032852172852,-16.8030891418457,1.6973147281306,0,0,0,-0.893059639980535,-1.26023168563843,0,0,0,0,-0.5,0,0,0,0.29749247440051,0.0955064468496458,0,76.9001960754395,0,0,-0.026808460773248,-0.139195092846387,-0.0739625104838187,5.22
1axz,-5.76082033072191,-5.76082033072191,-6.72867965698242,-16.079216003418,-0.829332210202923,0,0,0,-3.36082248990285,-1.20594120025635,-0.11992675277415,0,0,0,-0.5,0,0,0,0.109576237805537,0.145626084608826,0,-22.8078956604004,0,0,-0.480068360893492,-1.65307737326977,-1.09908217931765,3.2
1kll,-3.034601428085,-3.034601428085,-16.4046859741211,-10.5836334228516,-0.698015520692811,0,0,0,-1.38,-0.793772506713867,0,0,0,0,-0.4256116,0,0,0,0.108522090569262,0.15427610875242,0,-26.9883193969727,0,0,-0.131939192525435,-0.733794141555386,-0.375217512579198,5.2
1yid,-11.5080582120296,-11.5080582120296,6.96964502334595,-42.8995361328125,-0.199261587115036,0,0,0,-3.05914626911716,-3.74965035579738,0,0,0,0,0,-4.5,0,0,0,0,0,-35.9298911094666,0,0,-0.371227684259019,-2.59541980644165,-1.16616746362847,5
2adu,-3.09362072795181,-3.09362072795181,24.1384563446045,-10.6198301315308,-1.00161994881842,-0.35,0,0,-0.7,-0.796487259864807,0,0,0,0,-0.5,0,0,0,0,0.254486480731419,0,13.5186262130737,0,0,-0.257801727329317,-0.887719826911291,-0.590218617568561,7.74
2dua,-6.76994887495217,-6.76994887495217,0.853014349937439,-33.0288619995117,0.0341205739974976,0,0,0,-1.80406944894967,-4.5,0,0,0,0,-0.5,0,0,0,0,0,0,-32.1758476495743,0,0,-1.12832481249203,-2.42497570065523,-2.05030225095818,4.77
2fkf,-6.7126810314845,-6.7126810314845,-13.108434677124,-30.5417404174805,-0.524337387084961,0,0,0,-4.06460146179711,-2,0,0,0,0,-0.379720266666666,0,0,0,0.255978084064228,0,0,-43.6501750946045,0,0,-0.335634051574225,-1.67996266314258,-0.911050981412445,2.92
1vj9,-11.3942724559033,-11.3942724559033,-41.9489097595215,-29.0180282592773,-4.9676394586514,0,0,0,-4.85700269098379,-3.3,-0.204324310794597,0,0,0,0,0,1,0,0.692993216941952,0.241700787584544,0,-70.9669380187988,0,0,-0.284856811397583,-2.43006299637458,-0.974196590275875,7.55
1cim,-6.19741713379176,-6.19741713379176,0.768756449222565,-14.2840042114258,-0.626116817934828,0,0,0,0,-3.57130031585693,0,0,0,0,-0.5,-1.5,0,0,0,0,0,-13.5152477622032,0,0,-0.364553949046574,-1.61676812051212,-0.93737085709996,8.82
