name,dockingscore,gscore,evdw,ecoul,lipo,hbond,metal,rewards,erotb,esite,emodel,energy,eff_state_penalty,einternal,ligand_efficiency,ligand_efficiency_ln,ligand_efficiency_sa,affinity
3q5u,-6.32756899396205,-6.32756899396205,-41.0507698059082,-34.1259460449219,-0.59947903048768,-1.61144378343833,-0,1.7375464832589,0.54908986680784,-0.35074403980737,0,-75.1767158508301,0,0,-0.0917038984632181,-1.2089110124917,-0.376129585026761,4.31
3bze,-14.7669975584002,-14.7669975584002,-69.1376571655273,-38.8646583557129,-4.65891503284099,-1.80720088399804,-0,-0.910001994310103,0.468778252386659,-0.402775041361391,0,-108.00231552124,0,0,-0.202287637786305,-2.79125049963426,-0.845428652334579,6
1axz,-5.26790415375894,-5.26790415375894,-6.72867965698242,-16.079216003418,-0.543708993808226,0,-0,-2.31567296050728,0.339794183918387,0,0,-22.8078956604004,0,0,-0.438992012813245,-1.51163422242011,-1.00504081803647,3.2
2dua,-7.86468720699849,-7.86468720699849,0.853014349937439,-33.0288619995117,0,-0.637768055658135,-2.3,-2.25,1.48043013116277,-0.2,0,-32.1758476495743,0,0,-1.31078120116642,-2.81710773929,-2.38184751191417,4.77
1gzc,-4.56054746687415,-4.56054746687415,-14.4726362228394,-15.6859979629517,-0.738723114846476,0,-0,-1.1984075962088,0.453114749765845,0,0,-30.158634185791,0,0,-0.198284672472789,-1.10278173024829,-0.563895232066684,3.49
1obx,-4.80119614167947,-4.80119614167947,-25.0000972747803,-14.9833421707153,-1.30215235639618,-0.8,-0,-0.235384363636362,1.11695127069522,-0.0831045029958373,0,-39.9834394454956,0,0,-0.145490792172105,-1.06776116264633,-0.466666710046414,5.72
1z3v,-3.79030330710184,-3.79030330710184,-23.6442184448242,-10.7280597686768,-0.171262507248755,-0.16,-0,-1.21913025779988,0.647306785379779,-0.0957974398902559,0,-34.372278213501,0,0,-0.164795795960949,-0.916529708227447,-0.468657322061876,4.11
2avv,-10.7090959522074,-10.7090959522074,-21.3943824768066,-23.0463542938232,-5.56802880871137,-0.691996711626835,-0,-0.434121058290559,0.541008600153018,-0.0292857058178598,0,-44.4407367706299,0,0,-0.237979910049054,-2.22796919380107,-0.846469147582553,9.26
4e81,-8.42226386381276,-8.42226386381276,-51.5194702148438,-14.7179298400879,-2.85252732085138,-0.636586866163218,-0,-0.549331007645541,0.468754802603672,-0.0689104850009149,0,-66.2374000549316,0,0,-0.118623434701588,-1.60037548560673,-0.491198023211899,5.24
3lqj,-11.8078314428904,-11.8078314428904,-46.921314239502,-28.9873085021973,-2.52421623801043,-0.774853165262122,-0,-2.84024620654266,0.851634196586698,-0.174084317686806,0,-75.9086227416992,0,0,-0.227073681594046,-2.38482129218908,-0.847555048853047,5.37
2rfy,-3.53006244107814,-3.53006244107814,-23.028284072876,-3.71917152404785,-1.01798625590262,-0.0321296415408251,-0,-1.4179633967635,0.647306785379779,0,0,-26.7474555969238,0,0,-0.153480975699049,-0.853601107089207,-0.436479478369734,5.22
2wk2,-9.60964590204958,-9.60964590204958,-48.0149040222168,-21.1773376464844,-1.98819413883073,-0.32,-0,-1.81440207632542,0.201088591774573,-0.110792430584499,0,-69.1922416687012,0,0,-0.228801092905942,-2.02834867694542,-0.795318694329316,6.82
2v86,-13.7510852692168,-13.7510852692168,-52.9294166564941,-27.4011287689209,-3.49137470173015,-1.45007739367951,-0,-2.66876554180796,0.61675884627674,-0.111155645451176,0,-80.330545425415,0,0,-0.196444075274525,-2.62000528438079,-0.809602078516856,4.46
3eks,-10.1594179283591,-10.1594179283591,-41.9944229125977,-12.406476020813,-3.54685104233584,-0.834703123264535,-0,-1.97777519918817,0.166808402423041,-0.00620441724173758,0,-54.4008989334106,0,0,-0.274578862928624,-2.20333957811297,-0.91495768594958,5.7
3nkx,-6.13901080970741,-6.13901080970741,-1.52940630912781,-47.1391639709473,-0.539864326369139,-2.86311402034377,-0,1.22328909271243,0.472936374149437,-0.355787614399966,0,-48.6685702800751,0,0,-0.0840960384891425,-1.16039275567621,-0.351465869415408,5.12
4fbx,-4.97704931166107,-4.97704931166107,-29.3641700744629,-0.874066174030304,-2.56991511836424,0,-0,-0.76638244278152,0,-0.0414333206876208,0,-30.2382362484932,0,0,-0.292767606568298,-1.29840133197347,-0.752787956399202,7.66
220l,-5.40620126157999,-5.40620126157999,-10.2140769958496,-0.436649411916733,-1.98,0,-0,-2.85,0,0,0,-10.6507264077663,0,0,-0.901033543596665,-1.93648533162309,-1.63728660592414,3.4
3lqi,-11.7720777554582,-11.7720777554582,-47.19970703125,-29.7049961090088,-2.60208641411215,-0.543821629531657,-0,-2.67181023706243,0.606312686880349,-0.200686810069785,0,-76.9047031402588,0,0,-0.154895759940239,-2.20834114257643,-0.656111112108802,5.16
3dnj,-7.96874365580262,-7.96874365580262,-30.9837474822998,-19.9727935791016,-2.49316823320105,-0.84124957909979,-0,-1.30762631667459,1.29647033090768,-0.0780634467546392,0,-50.9565410614014,0,0,-0.306490140607793,-1.87143329998462,-0.907975835570118,6.82
1eix,-9.77613605110795,-9.77613605110795,-10.1414499282837,-38.7847061157227,-0.837379641632576,-1.91606164047829,-0,-2.76469512974306,0.349072857160162,-0.1,0,-48.9261560440063,0,0,-0.444369820504907,-2.38964424411748,-1.24514171312809,11.06
3f9y,-13.4734475634125,-13.4734475634125,-54.2745513916016,-39.7135543823242,-4.00181120737592,-1.82977233235069,-0,-1.37926333351082,0.71018462005069,-0.259057740645695,0,-93.9881057739258,0,0,-0.20414314490019,-2.59621270261063,-0.824991445954178,4.49
1ugw,-5.76504378366778,-5.76504378366778,-10.8326845169067,-19.1573333740234,-0.0953337657102741,-0.32,-0,-2.4198960487492,0.485420262740553,0,0,-29.9900178909302,0,0,-0.480420315305648,-1.6542893004088,-1.09988795377364,3.09
3m6p,-10.0186368725337,-10.0186368725337,-8.43923282623291,-31.9929962158203,-2.62458705398531,-1.79338864115052,-1.63786609551874,-0.787565727272725,1.44673228670528,-0.2,0,-40.4322290420532,0,0,-0.371060624908654,-2.33217349378825,-1.11318187350301,8.35
1z3t,-4.78546391399778,-4.78546391399778,-21.3601493835449,-17.3870944976807,-0.26398575965484,-0.316982157785168,-0,-1.08414895387528,0.647306785379779,-0.0915821842329257,0,-38.7472438812256,0,0,-0.208063648434686,-1.15716856659237,-0.591705338872419,3.94
4e0w,-8.25361344273943,-8.25361344273943,-15.6118488311768,-17.8795566558838,-0.100757384378564,-0.897214654423321,-0,-4.32650263636364,0.758227888334714,-0.22484071596722,0,-33.4914054870605,0,0,-0.550240896182629,-2.22586345791275,-1.35701074073107,7.48
1b6m,-11.901425384535,-11.901425384535,-57.1297264099121,-24.7180004119873,-3.71674994645101,-1.5114044670586,-0,-0.322882513453016,0.413797625229532,-0.199999700508156,0,-81.8477268218994,0,0,-0.276777334524069,-2.49966922106597,-0.969661175714933,8.4
3bzi,-9.75590344625582,-9.75590344625582,-42.4375953674316,-28.8454647064209,-1.32452227659572,-2.00633656707831,-0,-0.733749075249025,0.590238112597439,-0.15965387155862,0,-71.2830600738525,0,0,-0.177380062659197,-1.94832320625832,-0.674567944878729,5.74
3dcs,-6.63776125791643,-6.63776125791643,-22.6048049926758,-6.08690023422241,-0.688072532110007,0,-2.3,-2.02313168181818,0.61671824077891,-0.2,0,-28.6917052268982,0,0,-0.474125804136888,-1.82403316482464,-1.14271063808115,7.94
2v7d,-6.78784755276181,-6.78784755276181,-26.0497379302979,-31.6786689758301,-0.243361722371397,-1.28018821194319,-0,-0.232815452345531,0.714003806026811,-0.442999075613605,0,-57.7284069061279,0,0,-0.128072595335128,-1.36568388151486,-0.481077264726791,6.59
2yim,-11.5813258726959,-11.5813258726959,-72.2728271484375,-17.7044811248779,-2.57551163545944,-2.06600594530284,-0,-1.04318994875163,0.438266995848325,-0.0655718128767493,0,-89.9773082733154,0,0,-0.210569561321744,-2.31287302927061,-0.8007860303203,3.92
